Library Name	Title	RBID	Issue Date	Remaining Circs	Active Issues
8080 Test Library	Cowboys & Indians	RBZ0000261	04/01/2020	247499	10
8080 Test Library	CQ Amateur Radio	RBZ0000262	03/01/2020	247499	15
8080 Test Library	The Craft Beer Book	RBZ0007976	04/01/2015	99000	1
8080 Test Library	The Craft Book Volume 1	RBZ0007778	01/01/2015	99000	1
8080 Test Library	Craft Ideas	RBZ0008187	07/01/2015	247500	1
8080 Test Library	Crash Magazine	RBZ0009643	03/01/2020	247499	5
8080 Test Library	Create Jewelry: 101 All-New Designs	RBZ0000008	07/01/2015	247500	1
8080 Test Library	Create Your Dream Home	RBZ0007965	03/01/2015	247500	1
8080 Test Library	Creating an Organic Garden	RBZ0004800	05/10/2012	247500	1
8080 Test Library	Creative Artist	RBZ0007650	02/01/2020	247499	4
8080 Test Library	Creative Beading Magazine	RBZ0007490	03/01/2020	247499	7
8080 Test Library	Creative Ideas	RBZ0005361	11/01/2016	247500	1
8080 Test Library	Creative Knitting	RBZ0007543	04/01/2020	247500	5
8080 Test Library	CREATIVE MACHINE EMBROIDERY	RBZ0010042	11/01/2019	49500	4
8080 Test Library	Creative Nonfiction	RBZ0005176	11/18/2019	49500	4
8080 Test Library	Creative Stash & Scrap Quilts	RBZ0008007	04/01/2015	247500	1
8080 Test Library	Creative Sugar Craft	RBZ0007533	02/01/2019	247500	1
8080 Test Library	Cricket Skills and Secrets	RBZ0005348	10/01/2012	247500	1
8080 Test Library	Cricket World Cup 2015	RBZ0008452	10/01/2014	247500	1
8080 Test Library	Crochet Celebrations	RBZ0009588	05/01/2017	247500	1
8080 Test Library	Crochet For Beginners	RBZ0008313	10/01/2016	99000	1
8080 Test Library	Crochet Nativity	RBZ0006735	10/01/2013	49500	1
8080 Test Library	Crochet Stitch Collection	RBZ0009228	01/01/2017	247500	1
8080 Test Library	Crochet Traditions	RBZ0000263	08/05/2012	247500	1
8080 Test Library	Cross Country	RBZ0000264	02/01/2020	247500	11
8080 Test Library	Cross Country Travel Guide 2012/13	RBZ0004574	03/01/2012	247500	1
8080 Test Library	Cross Country Travel Guide 2014/15	RBZ0006792	12/13/2019	247500	2
8080 Test Library	Cross Stitch Crazy	RBZ0006035	04/01/2020	247499	15
8080 Test Library	Cross Stitch Favourites	RBZ0008454	02/13/2020	247499	3
8080 Test Library	Cross Stitch Gold	RBZ0006036	03/01/2020	247499	11
8080 Test Library	Crossing Quarterly 換日線季刊	RBZ0010033	02/10/2020	247500	5
8080 Test Library	CrossStitcher	RBZ0000266	04/01/2020	247499	16
8080 Test Library	Cruise International	RBZ0000267	02/01/2020	247499	8
8080 Test Library	Cruising Helmsman	RBZ0008273	03/01/2020	247499	14
8080 Test Library	Cruising World	RBZ0000268	03/01/2020	247499	10
8080 Test Library	CTimes 零組件雜誌	RBZ0004245	02/10/2020	247499	14
8080 Test Library	Cuerpomente	RBZ0006312	03/01/2020	247499	14
8080 Test Library	Cuisine A&D	RBZ0007336	07/01/2019	247500	4
8080 Test Library	Cuisine at home	RBZ0010016	03/01/2020	247500	7
8080 Test Library	Cuisine et Vins de France	RBZ0002909	03/01/2020	19799	11
8080 Test Library	Cuisine et Vins de France HS	RBZ0005959	04/01/2018	19800	1
8080 Test Library	The Cure - The Ultimate Music Guide	RBZ0007475	05/01/2014	247500	1
8080 Test Library	Custom PC UK	RBZ0002510	05/01/2020	247499	15
8080 Test Library	Cute Cross Stitch	RBZ0006089	03/01/2014	49500	1
8080 Test Library	Cycle Racing: How to Train, Race & Win	RBZ0007569	07/01/2014	99000	1
8080 Test Library	Cycle World	RBZ0000273	09/01/2019	247500	4
8080 Test Library	Cycling Plus	RBZ0000276	04/01/2020	247497	15
8080 Test Library	Cycling Plus Malaysia	RBZ0010144	11/01/2019	247500	6
8080 Test Library	Cycling Weekly	RBZ0001035	03/05/2020	247499	62
8080 Test Library	Cycling Weekly Special Edition: Essential Fans Guide: Cycling at London 2012 Olympics	RBZ0004899	06/01/2012	247500	1
8080 Test Library	Cyclist	RBZ0005369	04/01/2020	247499	16
8080 Test Library	Cyclist Australia	RBZ0005965	03/01/2020	247499	7
8080 Test Library	Cyclist Sportives	RBZ0007273	03/01/2014	247500	1
8080 Test Library	Cyclist: The Big Rides	RBZ0006919	12/01/2015	247500	1
8080 Test Library	D-Photo	RBZ0001846	02/01/2020	247499	7
8080 Test Library	Da Man	RBZ0002958	02/01/2020	247499	10
8080 Test Library	Damaged	RBZ0010221	12/16/2019	49500	5
8080 Test Library	Dance Australia	RBZ0008607	02/01/2020	247500	7
8080 Test Library	dancyu ダンチュウ	RBZ0009978	03/06/2020	247500	15
8080 Test Library	David Bowie	RBZ0006076	04/01/2013	247500	1
8080 Test Library	De Viajes	RBZ0001139	03/01/2020	247499	12
8080 Test Library	Deals On Wheels Australia	RBZ0008140	02/12/2020	247499	15
8080 Test Library	Decanter	RBZ0000278	04/01/2020	247499	15
8080 Test Library	Decanter - The Bordeaux 2011 issue	RBZ0003765	08/26/2011	247500	1
8080 Test Library	Decanter Bordeaux 2013	RBZ0006238	06/01/2013	247500	1
8080 Test Library	Decanter Italy	RBZ0002866	01/01/2019	247500	1
8080 Test Library	Decanter World Wine Awards	RBZ0001955	08/01/2018	247500	1
8080 Test Library	Decanter World Wine Awards 2015	RBZ0008088	07/01/2015	247500	1
8080 Test Library	Decanter-New Zealand 2011	RBZ0002961	01/01/2011	247500	1
8080 Test Library	Decks, Pergolas & Patios	RBZ0005334	06/14/2017	247500	1
8080 Test Library	Décor Ideas	RBZ0008926	09/01/2016	247500	1
8080 Test Library	Deer & Deer Hunting	RBZ0005888	02/01/2020	49500	11
8080 Test Library	The Definitive Guide to Android	RBZ0007562	01/01/2016	247500	1
8080 Test Library	The Definitive Guide to Free Software	RBZ0008053	06/01/2015	247500	1
8080 Test Library	The Definitive Guide to Google Hidden Tools	RBZ0007688	10/01/2014	247500	1
8080 Test Library	Definitive guide to Windows 10	RBZ0008369	09/01/2015	247500	1
8080 Test Library	Dekor Idees	RBZ0008927	09/01/2016	247500	1
8080 Test Library	delicious	RBZ0004005	03/01/2020	247499	13
8080 Test Library	Delicious UK	RBZ0008266	03/01/2020	49499	14
8080 Test Library	Depeche Mode - The Ultimate Music Guide	RBZ0006425	08/01/2013	247500	1
8080 Test Library	DER FEINSCHMECKER	RBZ0009073	03/01/2020	247499	14
8080 Test Library	Dernière Heure	RBZ0000283	03/20/2020	247500	18
8080 Test Library	Design Anthology	RBZ0008471	12/01/2019	247500	4
8080 Test Library	Design Hunter Mexico	RBZ0010040	02/01/2020	247500	11
8080 Test Library	Designer Collection Faye Whittaker	RBZ0008323	09/01/2014	247500	1
8080 Test Library	DESIGNLINES	RBZ0000284	01/03/2020	247500	5
8080 Test Library	Desnivel	RBZ0001211	03/01/2020	247499	15
8080 Test Library	DestinAsian	RBZ0001298	02/01/2020	247499	7
8080 Test Library	DETAIL	RBZ0004365	03/01/2020	247499	13
8080 Test Library	Dia De Los Muertos: Day of the Dead and Sugar Skull Coloring Book	RBZ0008780	07/01/2016	247500	1
8080 Test Library	Diabetes Self-Management	RBZ0009043	03/01/2020	Unlimited	7
8080 Test Library	Diabetic Living Australia	RBZ0000289	03/01/2020	247499	7
8080 Test Library	Diana - Her Legacy of Love	RBZ0009845	07/01/2017	247500	1
8080 Test Library	Diapason	RBZ0004718	03/01/2020	247499	14
8080 Test Library	Diapason Hors-Série	RBZ0005488	11/01/2016	247500	1
8080 Test Library	Die GROOT 4x4 Gids	RBZ0008812	07/01/2016	247500	1
8080 Test Library	Die Tuinier Tydskrif	RBZ0006327	03/01/2020	247499	14
8080 Test Library	Diesel Power	RBZ0001361	02/01/2020	247500	12
8080 Test Library	Diesel World	RBZ0008123	05/01/2020	148499	15
8080 Test Library	Diez minutos	RBZ0003835	03/11/2020	247499	62
8080 Test Library	DIGI PHOTO	RBZ0006565	01/15/2020	247500	5
8080 Test Library	The Digital Art Book	RBZ0006804	01/01/2014	99000	1
8080 Test Library	Digital Artist Collection Vol 1	RBZ0004870	05/25/2012	99000	1
8080 Test Library	Digital Camera Photographer of the Year 2008	RBZ0002164	01/01/2008	49500	1
8080 Test Library	Digital Camera World	RBZ0000294	04/01/2020	49499	16
8080 Test Library	Digital Photo Pro	RBZ0000296	04/01/2020	247500	8
8080 Test Library	Digital Photographer	RBZ0004544	08/01/2020	99000	16
8080 Test Library	Digital Photographer Annual	RBZ0007691	11/01/2016	99000	1
8080 Test Library	Digital Photography For Beginners	RBZ0005031	12/01/2015	99000	1
8080 Test Library	Digital Production	RBZ0004860	01/01/2020	247500	6
8080 Test Library	Digital Production Sonderheft Compositing	RBZ0004861	06/01/2012	247500	1
8080 Test Library	Digital Production Sonderheft Hardware	RBZ0004862	09/01/2012	247500	1
8080 Test Library	Digital SLR Photography	RBZ0000298	03/01/2020	247499	14
8080 Test Library	Digital SLR Tips, Tricks & Fixes	RBZ0005030	07/05/2012	99000	1
8080 Test Library	DinVinGuide	RBZ0010102	02/01/2020	247500	6
8080 Test Library	Dirt Action	RBZ0000300	03/01/2020	247499	7
8080 Test Library	Dirt Action Photo Collection	RBZ0000301	12/01/2011	247500	1
8080 Test Library	Dirt Rag Magazine	RBZ0001435	01/16/2020	247499	8
8080 Test Library	Discover	RBZ0000304	03/01/2020	49500	10
8080 Test Library	Discover Britain	RBZ0007919	04/01/2020	247499	8
8080 Test Library	Discover Science: Discover Oceans	RBZ0008387	09/01/2015	49500	1
8080 Test Library	Dish	RBZ0001194	04/01/2020	247499	8
8080 Test Library	Disney Girl	RBZ0009654	02/01/2020	Unlimited	12
8080 Test Library	DIVA	RBZ0000305	03/01/2020	98999	14
8080 Test Library	DIY Home	RBZ0003445	08/01/2011	247500	1
8080 Test Library	DNA Health	RBZ0010105	02/01/2020	247500	10
8080 Test Library	dogs	RBZ0009112	01/01/2020	247500	7
8080 Test Library	Dolls Bears & Collectables	RBZ0007651	12/01/2017	247500	1
8080 Test Library	Domus	RBZ0004366	02/01/2020	247499	13
8080 Test Library	Dónde Ir	RBZ0010137	03/01/2020	247500	15
8080 Test Library	Doodle Emporium: A Stress Relieving Adult Coloring Book	RBZ0008796	07/01/2016	247500	1
8080 Test Library	Dr Good ! C'est bon !	RBZ0010143	01/01/2020	247500	4
8080 Test Library	Drawing with Brett A Jones	RBZ0008453	09/01/2015	247500	1
8080 Test Library	Dream Christmas	RBZ0006549	09/01/2013	247500	1
8080 Test Library	Dream Life 夢想誌	RBZ0010180	01/07/2020	247500	5
8080 Test Library	Dreams	RBZ0009656	01/01/2020	247500	4
8080 Test Library	Dreamscapes Travel & Lifestyle Magazine	RBZ0000316	11/01/2019	247500	6
8080 Test Library	Drive Out	RBZ0000939	03/01/2020	247499	14
8080 Test Library	Drive Out - Routes that Rock	RBZ0005927	09/01/2013	247500	1
8080 Test Library	Drive Out 4x4 trail guide	RBZ0003554	09/01/2012	247500	1
8080 Test Library	The Drones Book	RBZ0008180	12/01/2016	99000	1
8080 Test Library	Drones The Complete Manual	RBZ0008725	11/01/2016	99000	1
8080 Test Library	Drum - Nelson Mandela – Man of History	RBZ0005648	12/01/2013	247500	1
8080 Test Library	DRUM 60th	RBZ0004097	12/01/2011	247500	1
8080 Test Library	DRUM Best Diets	RBZ0009151	01/01/2017	247500	1
8080 Test Library	Drum Best Recipes	RBZ0005297	11/01/2013	247500	1
8080 Test Library	Drum English	RBZ0000940	03/12/2020	247499	62
8080 Test Library	DRUM Hair	RBZ0005144	08/21/2019	247500	1
8080 Test Library	DRUM Supermom	RBZ0009274	03/01/2017	247500	1
8080 Test Library	Drum Weddings	RBZ0005213	07/01/2016	247500	1
8080 Test Library	DRUM: Hope’s Food	RBZ0009087	11/01/2016	247500	1
8080 Test Library	DUCATI Magazine	RBZ0005497	12/30/2019	247500	4
8080 Test Library	Dumbo Feather	RBZ0004340	03/01/2020	247499	5
8080 Test Library	duPont REGISTRY	RBZ0002332	03/01/2020	49499	15
8080 Test Library	Duquesa de Alba	RBZ0007705	11/01/2014	247500	1
8080 Test Library	Dwell	RBZ0000319	01/01/2020	247500	7
8080 Test Library	Earth from Above	RBZ0009847	07/01/2017	247500	1
8080 Test Library	Earth Garden	RBZ0007508	03/01/2020	247500	5
8080 Test Library	Earth Island Journal	RBZ0002303	02/21/2020	49499	5
8080 Test Library	Earthmovers & Excavators	RBZ0008145	03/02/2020	247499	16
8080 Test Library	Easy Decorating Ideas	RBZ0000326	07/26/2012	49500	1
8080 Test Library	Easy Meals	RBZ0000328	08/01/2009	49500	1
8080 Test Library	Easy Quilts	RBZ0010201	10/01/2019	49500	3
8080 Test Library	Eat Well	RBZ0008195	01/01/2020	247500	7
8080 Test Library	Eat yourself slim 2	RBZ0005852	02/01/2013	247500	1
8080 Test Library	Eating Light	RBZ0000329	01/01/2013	49500	1
8080 Test Library	Eating Smart Christmas, Dairy Free	RBZ0008352	10/01/2014	247500	1
8080 Test Library	Eating Smart Christmas. Gluten Free	RBZ0008353	10/01/2014	247500	1
8080 Test Library	Eating Smart Christmas. Vegetarian	RBZ0008354	10/01/2014	247500	1
8080 Test Library	eBay The Complete Manual	RBZ0008179	07/01/2015	99000	1
8080 Test Library	Échos Vedettes	RBZ0005172	03/13/2020	247499	62
8080 Test Library	The Eco Living Book	RBZ0007661	08/01/2014	99000	1
8080 Test Library	Edge	RBZ0002740	04/01/2020	49499	16
8080 Test Library	Edge Special Edition: The 100 Greatest Videogames (2016 edition)	RBZ0008980	10/01/2016	247500	1
8080 Test Library	Edge Special Edition: The Art Of The Pixel	RBZ0008874	08/01/2016	247500	1
8080 Test Library	Edge Special Edition: The Making Of…	RBZ0008814	07/01/2016	247500	1
8080 Test Library	Einstein's Universe	RBZ0006126	10/17/2018	49500	1
8080 Test Library	El Croquis	RBZ0001402	09/30/2019	247500	5
8080 Test Library	El Jueves	RBZ0004386	03/03/2020	247499	62
8080 Test Library	El Mueble	RBZ0004384	03/01/2020	247499	14
8080 Test Library	Electronic Musician	RBZ0000335	04/01/2020	247499	14
8080 Test Library	Elegant BEAUTY 大美人	RBZ0003866	02/06/2020	247499	14
8080 Test Library	elGourmet.com - Mexico	RBZ0000921	03/01/2020	247499	15
8080 Test Library	Elizabeth The Queen: Diamond Jubilee Souvenir	RBZ0000922	03/23/2012	247500	1
8080 Test Library	Elle	RBZ0000337	03/01/2020	49500	14
8080 Test Library	ELLE à Table	RBZ0006177	01/01/2020	247500	7
8080 Test Library	ELLE ACCESSORIES Taiwan	RBZ0008557	10/16/2019	247500	2
8080 Test Library	ELLE Australia	RBZ0007665	03/01/2020	247499	11
8080 Test Library	Elle Canada	RBZ0000338	03/01/2020	247500	12
8080 Test Library	ELLE Deco, Kitchens Special	RBZ0008823	06/01/2016	247500	1
8080 Test Library	ELLE DECOR	RBZ0000339	03/01/2020	49499	11
8080 Test Library	Elle Decor Italia	RBZ0005980	02/01/2020	19800	11
8080 Test Library	Elle Decoration	RBZ0001886	03/01/2020	247500	12
8080 Test Library	Elle Decoration Country	RBZ0006166	11/01/2019	247500	2
8080 Test Library	ELLE Decoration Espana	RBZ0007968	03/01/2020	247499	12
8080 Test Library	ELLE Décoration France	RBZ0006178	02/01/2020	247499	10
8080 Test Library	Elle Décoration Hors Série	RBZ0009658	01/01/2018	247500	1
8080 Test Library	Elle Decoration UK	RBZ0006993	04/01/2020	247499	15
8080 Test Library	Elle Decoration UK Autumn/Winter 2012 Pattern Book	RBZ0005917	03/01/2013	247500	1
8080 Test Library	Elle España	RBZ0001150	03/01/2020	247499	14
8080 Test Library	ELLE France	RBZ0006176	03/06/2020	247499	61
8080 Test Library	ELLE GOURMET	RBZ0007969	11/01/2019	247500	4
8080 Test Library	Elle Italia	RBZ0005979	03/14/2020	19799	57
8080 Test Library	ELLE México	RBZ0000340	03/01/2020	247499	15
8080 Test Library	ELLE QUÉBEC	RBZ0000341	03/01/2020	247499	12
8080 Test Library	Elle Russia	RBZ0001888	03/01/2020	247500	14
8080 Test Library	Elle UK	RBZ0006990	04/01/2020	247499	15
8080 Test Library	ELLE 她雜誌	RBZ0003404	02/11/2020	247499	14
8080 Test Library	Eltern	RBZ0009065	03/01/2020	247499	14
8080 Test Library	Eltern Family	RBZ0009127	03/01/2020	247499	14
8080 Test Library	Elvis Costello - The Ultimate Music Guide	RBZ0007617	09/01/2014	247500	1
8080 Test Library	Embroidery For Beginners	RBZ0009220	02/01/2017	49500	1
8080 Test Library	Emmy Magazine	RBZ0001642	01/01/2020	49499	14
8080 Test Library	Empire	RBZ0007876	04/01/2020	49499	15
8080 Test Library	Empire Australasia	RBZ0007755	03/01/2020	247499	15
8080 Test Library	Emprendedores	RBZ0001087	03/01/2020	247499	14
8080 Test Library	Enduro Magazine	RBZ0008534	03/01/2020	247499	7
8080 Test Library	Engaging Spaces	RBZ0005962	03/01/2013	247500	1
8080 Test Library	England vs San Marino Matchday Programme	RBZ0005389	10/01/2012	99000	1
8080 Test Library	The English Garden	RBZ0007918	04/01/2020	247499	17
8080 Test Library	The English Home	RBZ0007917	04/01/2020	247499	15
8080 Test Library	English Island 英語島	RBZ0007616	02/27/2020	247500	14
8080 Test Library	Entertaining Dish	RBZ0007629	10/01/2014	247500	1
8080 Test Library	Entertainment Ideas	RBZ0003452	01/01/2011	247500	1
8080 Test Library	Entrepreneur en Español	RBZ0004936	01/01/2020	247500	11
8080 Test Library	Entrepreneur Especial	RBZ0004943	12/01/2015	247500	1
8080 Test Library	Entrepreneur Magazine	RBZ0007827	03/01/2020	247499	10
8080 Test Library	Enzo	RBZ0010083	01/23/2020	247500	5
8080 Test Library	epicure	RBZ0003940	03/01/2020	247499	15
8080 Test Library	Equus	RBZ0000344	10/29/2019	247500	4
8080 Test Library	Escalar	RBZ0005695	12/01/2018	Unlimited	1
8080 Test Library	Especial Jenni Rivera la diva de la banda	RBZ0005655	01/01/2013	247500	1
8080 Test Library	Esprit Bonsai	RBZ0002427	03/01/2020	247500	7
8080 Test Library	Esquire	RBZ0000347	03/01/2020	49499	9
8080 Test Library	Esquire - España	RBZ0001640	03/01/2020	247499	14
8080 Test Library	Esquire - Mexico	RBZ0000348	02/01/2020	247499	11
8080 Test Library	Esquire Summer Style Guide 2013	RBZ0006206	06/01/2013	247500	1
8080 Test Library	Esquire Taiwan 君子時代雜誌	RBZ0005080	03/05/2020	247499	15
8080 Test Library	Esquire UK	RBZ0000349	03/01/2020	247499	7
8080 Test Library	Esquire: The Big Black Book	RBZ0005937	03/01/2016	247500	1
8080 Test Library	Esquire: The Big Watch Book	RBZ0000350	10/01/2018	247500	1
8080 Test Library	essen&trinken	RBZ0009066	03/01/2020	247499	14
8080 Test Library	essen&trinken für jeden Tag	RBZ0009067	03/01/2020	247499	14
8080 Test Library	The Essential Apps Guide	RBZ0006080	04/01/2013	247500	1
8080 Test Library	The Essential Guide to Advanced Photography	RBZ0007687	10/01/2014	247500	1
8080 Test Library	The Essential Guide to Close up Photography	RBZ0008490	04/01/2015	247500	1
8080 Test Library	The Essential Guide to Creative Photography	RBZ0007712	12/01/2014	247500	1
8080 Test Library	The Essential Guide to Family History	RBZ0008742	06/01/2016	247500	1
8080 Test Library	Essential Guide to Landscape Photography	RBZ0004594	08/01/2015	247500	1
8080 Test Library	The Essential Guide to Landscape Photography 2nd edition	RBZ0002384	07/01/2010	247500	1
8080 Test Library	The Essential Guide to Landscape Photography 3rd edition	RBZ0003470	05/01/2011	247500	1
8080 Test Library	Essential Guide to Mountain Biking	RBZ0008321	09/05/2018	247500	1
8080 Test Library	Essential Guide to Movie Superheroes	RBZ0005769	02/01/2013	247500	1
8080 Test Library	The Essential Guide to Outdoor Photography	RBZ0003625	05/01/2015	247500	1
8080 Test Library	The Essential Guide to Portraits	RBZ0002552	01/01/2010	247500	1
8080 Test Library	The Essential Guide to Portraits	RBZ0003846	06/01/2015	247500	1
8080 Test Library	Essential Guide to Portraits 3	RBZ0004760	05/10/2012	247500	1
8080 Test Library	Essential Guide to the iPod	RBZ0005850	03/01/2013	247500	1
8080 Test Library	Essential iPhone & iPad Magazine	RBZ0010163	02/01/2020	247500	9
8080 Test Library	Essential Maintenance Guide	RBZ0004599	06/01/2012	247500	1
8080 Test Library	Essentials South Africa	RBZ0000923	03/01/2020	247499	14
8080 Test Library	The European Business Review	RBZ0004527	01/01/2020	247499	6
8080 Test Library	EVEN　イーブン	RBZ0006494	03/05/2020	247499	15
8080 Test Library	Evergreen 常春	RBZ0001456	03/05/2020	247499	14
8080 Test Library	Everyday Dish	RBZ0004147	10/01/2015	247500	1
8080 Test Library	Everyday Style	RBZ0006967	03/01/2014	247500	1
8080 Test Library	Evo	RBZ0000356	03/01/2020	247499	14
8080 Test Library	The evo Guide to Track Days	RBZ0003516	06/01/2011	247500	1
8080 Test Library	evo Photo	RBZ0003139	04/01/2011	247500	1
8080 Test Library	Evo Supercars Directory	RBZ0004516	03/20/2012	247500	1
8080 Test Library	Excel For Beginners	RBZ0005544	11/01/2013	99000	1
8080 Test Library	Expansión	RBZ0000357	03/01/2020	247499	19
8080 Test Library	Expert Android Volume 1	RBZ0006325	06/01/2014	99000	1
8080 Test Library	Expert iPad Volume 1	RBZ0006893	12/01/2013	99000	1
8080 Test Library	Extra Top Gear España	RBZ0009810	07/01/2017	247500	1
8080 Test Library	Eye Health	RBZ0004733	05/01/2012	247500	1
8080 Test Library	EYEREPUBLIC	RBZ0009583	02/15/2020	247500	4
8080 Test Library	EyesCream 一張圖搞懂	RBZ0010025	03/01/2020	247500	14
8080 Test Library	F-111	RBZ0006423	09/01/2013	247500	1
8080 Test Library	F1 Racing UK	RBZ0000359	03/01/2020	98999	14
8080 Test Library	The FA Cup Final 2011 Official Programme	RBZ0003303	05/01/2011	99000	1
8080 Test Library	FA Cup Final 2012 Liverpool v Chelsea	RBZ0004699	05/02/2012	99000	1
8080 Test Library	FA Cup Semi Final Chelsea v Tottenham Hotspur	RBZ0004672	04/10/2012	99000	1
8080 Test Library	FA Cup Semi Final Liverpool v Everton	RBZ0004673	04/10/2012	99000	1
8080 Test Library	Facility Management	RBZ0004107	10/01/2019	247499	4
8080 Test Library	Fairlady	RBZ0000941	03/01/2020	247499	15
8080 Test Library	Fairlady our 50 very best recipes	RBZ0008206	09/01/2015	247500	1
8080 Test Library	Fairlady Shine	RBZ0005433	11/01/2012	247500	1
8080 Test Library	Family Handyman	RBZ0000363	03/01/2020	247500	9
8080 Test Library	Family Tree	RBZ0005996	03/01/2020	49499	8
8080 Test Library	Fantasy Art Essentials	RBZ0008384	12/01/2014	49500	1
8080 Test Library	Fantasy Art Exhibition: Volume 1	RBZ0003011	02/15/2011	49500	1
8080 Test Library	Fantasy Art Exhibition: Volume 2	RBZ0003012	02/15/2011	49500	1
8080 Test Library	Fantasy Art Vol. 1	RBZ0004691	04/15/2012	99000	1
8080 Test Library	Fantasy Artist Genius Guide	RBZ0005289	07/01/2016	99000	1
8080 Test Library	Farm and Ranch Living	RBZ0008588	02/01/2020	247500	7
8080 Test Library	Farm Collector	RBZ0001878	04/01/2020	49499	15
8080 Test Library	Farmer's Weekly	RBZ0005961	03/06/2020	247499	57
8080 Test Library	Farms and Farm Machinery	RBZ0008143	02/19/2020	247500	15
8080 Test Library	The Fashion Crochet Book Volume 1	RBZ0008251	11/01/2015	99000	1
8080 Test Library	Fashion Forward: A Stress Relieving Adult Coloring Book	RBZ0008805	07/01/2016	247500	1
8080 Test Library	Fashion Quarterly	RBZ0007909	03/01/2020	247499	5
8080 Test Library	The Fashionable Lampoon	RBZ0008085	12/01/2019	247500	4
8080 Test Library	Fast Bikes	RBZ0000365	04/01/2020	49499	16
8080 Test Library	Fast Bikes Bookazine: Sportsbike Legends	RBZ0002224	01/01/2010	49500	1
8080 Test Library	Fast Car	RBZ0000366	04/01/2020	49500	16
8080 Test Library	Fast Company	RBZ0005301	12/01/2019	49500	8
8080 Test Library	Fast Ford	RBZ0002790	03/02/2020	49499	15
8080 Test Library	Fat Quarter Collection	RBZ0009848	07/01/2017	247500	1
8080 Test Library	The Fat Trap	RBZ0000368	03/01/2012	247500	1
8080 Test Library	Femina	RBZ0003739	03/09/2020	49500	28
8080 Test Library	Ferrari - The world's greatest F1 team in pictures	RBZ0000369	08/01/2011	99000	1
8080 Test Library	Ferrari Supercars	RBZ0006896	12/01/2016	247500	1
8080 Test Library	Ferrari Supercars The Third Edition	RBZ0000370	11/01/2011	247500	1
8080 Test Library	Ferrovissime	RBZ0002425	03/01/2020	247499	7
8080 Test Library	Fête	RBZ0008501	12/17/2019	247500	6
8080 Test Library	FHM Australia	RBZ0010160	02/01/2020	247500	13
8080 Test Library	The Field	RBZ0001040	03/01/2020	247499	14
8080 Test Library	Field & Stream	RBZ0000372	01/29/2020	247499	7
8080 Test Library	Film Comment	RBZ0002876	03/01/2020	49499	8
8080 Test Library	Film Journal International	RBZ0002644	11/01/2018	24750	1
8080 Test Library	Filmfare	RBZ0003705	03/01/2020	49499	14
8080 Test Library	Filmfare - Kajol Special	RBZ0005173	08/01/2012	49500	1
8080 Test Library	Filmfare - Shah Rukh Khan Special	RBZ0004438	03/01/2012	49500	1
8080 Test Library	Fine Art Connoisseur	RBZ0004948	03/01/2020	49499	8
8080 Test Library	FineScale Modeler	RBZ0000375	04/01/2020	247499	12
8080 Test Library	Finweek - Afrikaans	RBZ0000943	03/05/2020	247499	26
8080 Test Library	Finweek - English	RBZ0000944	03/05/2020	247499	26
8080 Test Library	Firearms News	RBZ0009280	03/01/2020	49499	26
8080 Test Library	First for Women	RBZ0008598	03/23/2020	49499	21
8080 Test Library	The First World War Story - from the makers of BBC History Magazine	RBZ0008331	09/01/2014	247500	1
8080 Test Library	Fishing World	RBZ0008611	04/01/2020	247499	15
8080 Test Library	Fitness 4 Kids	RBZ0008912	09/01/2016	247500	1
8080 Test Library	Fix Your Apple	RBZ0006897	01/01/2014	247500	1
8080 Test Library	Flash Essentials	RBZ0002327	08/01/2010	49500	1
8080 Test Library	Flea Market Decor	RBZ0008121	02/01/2020	148500	7
8080 Test Library	Fleurieu Living Magazine	RBZ0008977	02/28/2020	247499	5
8080 Test Library	flick!	RBZ0002543	02/20/2020	247499	14
8080 Test Library	flick!特別編集	RBZ0007012	02/14/2020	Unlimited	6
8080 Test Library	Florida Design	RBZ0000380	12/20/2019	247500	4
8080 Test Library	Florida Sport Fishing	RBZ0001727	03/01/2020	49499	8
8080 Test Library	Florida Sportsman	RBZ0009287	03/01/2020	49499	14
8080 Test Library	Flow	RBZ0009113	03/01/2020	247499	10
8080 Test Library	Fly Fisherman	RBZ0009165	04/01/2020	49499	6
8080 Test Library	Fly News Magazine	RBZ0004537	12/01/2019	247500	9
8080 Test Library	Flying	RBZ0000381	03/01/2020	247499	13
8080 Test Library	Focus	RBZ0002495	02/01/2020	247500	16
8080 Test Library	Focus - Italia	RBZ0001729	03/01/2020	19799	14
8080 Test Library	Focus 360°	RBZ0003045	02/17/2011	19800	1
8080 Test Library	Focus D&R	RBZ0008434	01/01/2020	247500	5
8080 Test Library	Focus Extra	RBZ0004170	01/01/2020	19800	4
8080 Test Library	Focus Guida Alimentazione	RBZ0007907	04/01/2015	19800	1
8080 Test Library	Focus Guida Lavoro 2013	RBZ0006640	10/01/2013	19800	1
8080 Test Library	Focus Junior	RBZ0004149	03/01/2020	19799	14
8080 Test Library	Focus Storia	RBZ0001743	03/01/2020	19799	14
8080 Test Library	Focus Storia Collection	RBZ0002370	11/01/2019	19800	3
8080 Test Library	Focus Storia LE GRANDI DONNE	RBZ0008036	06/01/2015	19800	1
8080 Test Library	Focus Storia Wars	RBZ0002369	04/01/2020	19799	5
8080 Test Library	Focus Wild	RBZ0005715	03/01/2020	19799	14
8080 Test Library	Food	RBZ0008904	03/01/2020	247499	7
