Library Name	Title	RBID	Issue Date	Remaining Circs	Active Issues
8080 Test Library	Colour Hunting	RBZ0004797	05/10/2012	2500	1
8080 Test Library	Colouring Book: Angels and Fairies	RBZ0009559	06/01/2017	2500	1
8080 Test Library	Colouring Book: Australian Wildlife	RBZ0009572	06/01/2017	2499	1
8080 Test Library	Colouring Book: Beauty and the Beast	RBZ0009554	06/01/2017	2500	1
8080 Test Library	Colouring Book: Bunnies and Hares	RBZ0009573	06/01/2017	2500	1
8080 Test Library	Colouring Book: Butterflies and Bugs	RBZ0009556	06/01/2017	2500	1
8080 Test Library	Colouring Book: Cats and Dogs	RBZ0009561	06/01/2017	2500	1
8080 Test Library	Colouring Book: Cute and Cuddly	RBZ0009557	06/01/2017	2500	1
8080 Test Library	Colouring Book: Dolphins and Whales	RBZ0009560	06/01/2017	2500	1
8080 Test Library	Colouring Book: Dragons and Demons	RBZ0009567	06/01/2017	2500	1
8080 Test Library	Colouring Book: Eagles and Owls	RBZ0009555	06/01/2017	2500	1
8080 Test Library	Colouring Book: Egyptian Treasures	RBZ0009574	06/01/2017	2500	1
8080 Test Library	Colouring Book: Fantasy and Fables	RBZ0009553	06/01/2017	2500	1
8080 Test Library	Colouring Book: Feathers and Fins	RBZ0009550	06/01/2017	2497	1
8080 Test Library	Colouring Book: Flora and Fruit	RBZ0009564	06/01/2017	2500	1
8080 Test Library	Colouring Book: Forests and Flowers	RBZ0009546	06/01/2017	2500	1
8080 Test Library	Colouring Book: Geometry and Symmetry	RBZ0009548	06/01/2017	2500	1
8080 Test Library	Colouring Book: Horoscopes and Zodiacs	RBZ0009558	06/01/2017	2500	1
8080 Test Library	Colouring Book: Horses and Ponies	RBZ0009565	06/01/2017	2500	1
8080 Test Library	Colouring Book: Indian and Oriental	RBZ0009547	06/01/2017	2500	1
8080 Test Library	Colouring Book: Landmarks and Landscapes	RBZ0009552	06/01/2017	2500	1
8080 Test Library	Colouring Book: Lions and Tigers	RBZ0009563	06/01/2017	2500	1
8080 Test Library	Colouring Book: Masquerade and Carnival	RBZ0009576	06/01/2017	2500	1
8080 Test Library	Colouring Book: Myths and Legends	RBZ0009562	06/01/2017	2500	1
8080 Test Library	Colouring Book: Nautical and Marine	RBZ0009864	08/01/2017	2499	1
8080 Test Library	Colouring Book: Penguins and Polar	RBZ0009852	07/01/2017	2500	1
8080 Test Library	Colouring Book: People and Places	RBZ0009551	06/01/2017	2500	1
8080 Test Library	Colouring Book: Pheasants and Peacocks	RBZ0009575	06/01/2017	2500	1
8080 Test Library	Colouring Book: Puppies and Hounds	RBZ0009571	06/01/2017	2499	1
8080 Test Library	Colouring Book: Shells and Scales	RBZ0009570	06/01/2017	2500	1
8080 Test Library	Colouring Book: Signs and Symbols	RBZ0009566	07/01/2017	2500	1
8080 Test Library	Colouring Book: Spells and Sorcery	RBZ0009568	06/01/2017	2500	1
8080 Test Library	Colouring Book: Stallions and Steeds	RBZ0009569	06/01/2017	2500	1
8080 Test Library	Colouring Book: Wildlife and Nature	RBZ0009549	06/01/2017	2500	1
8080 Test Library	Colouring Therapy Art Book	RBZ0007946	05/01/2015	2500	1
8080 Test Library	Columbia Journalism Review	RBZ0000230	10/21/2018	2500	4
8080 Test Library	Comfort Food Classics in Minutes	RBZ0009901			0
8080 Test Library	Comic Artist Volume 2	RBZ0007952	09/01/2016	500	1
8080 Test Library	Comic Heroes	RBZ0003063	07/01/2017	500	1
8080 Test Library	Comic Mellten	RBZ0009319	09/12/2018	2500	5
8080 Test Library	Comment ça marche	RBZ0009642	03/01/2018	Unlimited	5
8080 Test Library	Commercial Vehicle India	RBZ0002171	11/01/2016	2500	1
8080 Test Library	Common Health Magazine 康健	RBZ0001459	11/28/2018	2500	15
8080 Test Library	Common Wealth Parenting 親子天下	RBZ0001460	11/05/2018	2500	8
8080 Test Library	CommonWealth Magazine 天下雜誌	RBZ0001059	12/04/2018	2500	27
8080 Test Library	Community Shield Manchester City v Chelsea	RBZ0005145	08/01/2012	1000	1
8080 Test Library	Compact System Camera Guide	RBZ0009824	07/01/2017	2500	1
8080 Test Library	Company Street Style Edit	RBZ0005155	08/01/2012	2500	1
8080 Test Library	Compétence Mac	RBZ0003386	10/31/2018	Unlimited	19
8080 Test Library	Compétence Mac HS	RBZ0006772	11/01/2013	2500	1
8080 Test Library	Compleat Golfer	RBZ0002805	12/01/2015	2500	1
8080 Test Library	The Complete Bike Book Volume 1	RBZ0007779	01/01/2015	1000	1
8080 Test Library	Complete Dog Care	RBZ0008488	12/01/2015	2500	1
8080 Test Library	The Complete Guide to Android	RBZ0003405	05/01/2011	2500	1
8080 Test Library	Complete Guide to Astrophotography	RBZ0008647	02/01/2016	2500	1
8080 Test Library	The Complete Guide to Digital Painting Vol. 1	RBZ0004633	04/01/2012	1000	1
8080 Test Library	The Complete Guide to Digital Painting Vol. 2	RBZ0004634	04/01/2012	1000	1
8080 Test Library	The Complete Guide to Digital Painting Vol. 3	RBZ0004635	04/10/2012	1000	1
8080 Test Library	The Complete Guide to Home Video	RBZ0002012	06/01/2010	2500	1
8080 Test Library	Complete Guide to Jaguar XJ6	RBZ0008892	07/01/2016	500	1
8080 Test Library	The Complete Guide to Kodi	RBZ0009295	04/01/2017	2500	1
8080 Test Library	The Complete Guide to Lion - Part 1	RBZ0004608	04/01/2012	500	1
8080 Test Library	The Complete Guide to Mountain Lion	RBZ0005797	02/01/2013	500	1
8080 Test Library	The Complete Guide to Pokémon Go	RBZ0008820	07/01/2016	2500	1
8080 Test Library	Complete Guide to the 3 Peaks	RBZ0008893	07/01/2016	500	1
8080 Test Library	The Complete Guide to the iPad 2	RBZ0003186	04/01/2011	2500	1
8080 Test Library	The Complete Guide to the iPad 3	RBZ0004606	04/10/2012	2500	1
8080 Test Library	The Complete Guide to the iPad 4	RBZ0005756	02/01/2013	2500	1
8080 Test Library	The Complete Guide to the iPad Air	RBZ0006869	12/01/2013	2500	1
8080 Test Library	The Complete Guide to the iPad mini	RBZ0005517	11/23/2012	2500	1
8080 Test Library	The Complete Guide to the iPad mini 2	RBZ0006868	12/01/2013	2500	1
8080 Test Library	The Complete Guide to the iPhone 4S	RBZ0004084	11/17/2011	2500	1
8080 Test Library	The Complete Guide to the iPhone 5	RBZ0005382	10/01/2012	2500	1
8080 Test Library	The Complete Guide to the iPhone 5s & 5c	RBZ0006684	10/01/2013	2500	1
8080 Test Library	Complete Guide to the Peak District	RBZ0008894	07/01/2016	500	1
8080 Test Library	The Complete Guide to Triathlon Cycling	RBZ0008642	03/01/2016	2500	1
8080 Test Library	Complete Guide to Triumph Stag	RBZ0008899	07/01/2016	500	1
8080 Test Library	The Complete Guide To Windows 7	RBZ0002671	11/10/2010	2500	1
8080 Test Library	The Complete Guide to Windows 8	RBZ0004602	05/01/2012	2500	1
8080 Test Library	The Complete Guide to World Cup 2010	RBZ0002230	01/01/2010	2500	1
8080 Test Library	The Complete Guide to World Cup 2014	RBZ0007425	04/01/2014	2500	1
8080 Test Library	Complete History of the Universe	RBZ0007520	01/01/2016	1000	1
8080 Test Library	The Complete PC Gamer Reviews Guide	RBZ0006349	07/01/2013	500	1
8080 Test Library	The Complete PC Upgrades Handbook 2011	RBZ0003422	05/01/2011	2500	1
8080 Test Library	The Complete Photography Book	RBZ0005336	07/01/2014	1000	1
8080 Test Library	The Complete SFX Guide to Ghostbusters	RBZ0008917	07/01/2016	2500	1
8080 Test Library	Complete Training Guide Thai Edition	RBZ0006258	06/01/2013	2500	1
8080 Test Library	Complete Wedding Melbourne	RBZ0006396	02/01/2016	2500	1
8080 Test Library	Complete Wedding Sydney	RBZ0006395	11/01/2017	2500	1
8080 Test Library	CompraMoto	RBZ0003750	05/01/2016	2500	1
8080 Test Library	Compramoto Maxiscooter	RBZ0006092	04/01/2016	2500	1
8080 Test Library	Computer Active Make Your PC Faster Than Ever	RBZ0006456	08/01/2013	2500	1
8080 Test Library	Computer Arts	RBZ0002828	12/31/2018	500	14
8080 Test Library	The Computer Arts Book of Inspiration	RBZ0002163	01/01/2010	500	1
8080 Test Library	The Computer Arts Book of Inspiration Volume II	RBZ0003794	09/01/2011	500	1
8080 Test Library	Computer Arts Presents 20 - The Portfolios Handbook	RBZ0007577	07/01/2014	500	1
8080 Test Library	Computer Arts Presents iPad - The creative pro's guide	RBZ0002380	01/01/2010	500	1
8080 Test Library	Computer Arts Presents: The Design Student Handbook	RBZ0005661	01/01/2013	500	1
8080 Test Library	Computer Arts Presents: The Freelance Handbook	RBZ0005662	01/01/2013	500	1
8080 Test Library	Computer Arts Pro Software Guide: After Effects	RBZ0004052	11/01/2011	500	1
8080 Test Library	Computer Arts Pro Software Guide: Illustrator	RBZ0003858	09/01/2011	500	1
8080 Test Library	Computer Arts Pro Software Guide: InDesign	RBZ0003856	09/01/2011	500	1
8080 Test Library	Computer Arts Pro Software Guide: Photoshop	RBZ0003857	09/01/2011	500	1
8080 Test Library	Computer Arts Projects Special	RBZ0002165	12/01/2009	500	1
8080 Test Library	Computer Hoy	RBZ0002411	12/11/2018	2500	28
8080 Test Library	Computer Music	RBZ0000233	12/31/2018	500	14
8080 Test Library	Computer Shopper	RBZ0000234	01/31/2019	2500	13
8080 Test Library	Computeractive	RBZ0005952	12/04/2018	2500	27
8080 Test Library	Conceal & Carry	RBZ0008122	09/30/2018	Unlimited	5
8080 Test Library	Condé Nast House & Garden	RBZ0005948	11/30/2018	2500	13
8080 Test Library	Condé Nast House & Garden Design Directory	RBZ0008718	10/21/2018	2500	2
8080 Test Library	Condé Nast House & Garden GOURMET South Africa	RBZ0006316	11/01/2017	2500	1
8080 Test Library	Conde Nast Traveler	RBZ0005577	11/07/2018	500	9
8080 Test Library	Condé Nast Traveler España	RBZ0004666	11/30/2018	Unlimited	12
8080 Test Library	Condé Nast Traveler España (Guía Monográfica)	RBZ0005880	02/01/2018	2500	2
8080 Test Library	Condé Nast Traveler. GUIA DE VINOS 2016	RBZ0008242	10/01/2016	2500	1
8080 Test Library	Condé Nast Traveler. GUIA GASTRONOMICA	RBZ0008529	12/01/2016	2500	1
8080 Test Library	Conde Nast Traveller India	RBZ0002565	11/30/2018	2500	7
8080 Test Library	Conde Nast Traveller India - Swiss Special Issue	RBZ0006123	04/01/2013	2500	1
8080 Test Library	Condé Nast Traveller Italia	RBZ0005064	11/30/2018	200	5
8080 Test Library	Conde Nast Traveller UK	RBZ0000235	12/31/2018	Unlimited	11
8080 Test Library	connect	RBZ0005775	12/31/2018	Unlimited	13
8080 Test Library	Conspiracy Theories	RBZ0008310	08/01/2015	1000	1
8080 Test Library	Construcción Alimarket	RBZ0001154	02/01/2016	2500	1
8080 Test Library	Container Gardening	RBZ0000239	02/01/2014	500	1
8080 Test Library	Contraception	RBZ0004493	03/01/2012	2500	1
8080 Test Library	Cook Bake Host	RBZ0005446	11/01/2012	2500	1
8080 Test Library	Cook's Country	RBZ0005495	12/31/2018	2500	7
8080 Test Library	Cook's Illustrated	RBZ0005493	01/31/2019	2500	7
8080 Test Library	Cooking Light Bookazines	RBZ0008952	10/01/2018	Unlimited	11
8080 Test Library	Cooking with Fresh Herbs	RBZ0009292	03/01/2017	499	1
8080 Test Library	Cooking with Paula Deen	RBZ0007828	12/31/2018	2500	67
8080 Test Library	COOL!	RBZ0000241	12/31/2018	2500	14
8080 Test Library	Cosmetic Surgery & Beauty	RBZ0002423	10/31/2018	2500	5
8080 Test Library	Cosmo Beauty 1	RBZ0005047	07/01/2012	2500	1
8080 Test Library	Cosmo Body	RBZ0006167	04/01/2015	2500	1
8080 Test Library	Cosmo on Campus	RBZ0006593	07/01/2014	500	1
8080 Test Library	Cosmo on Campus	RBZ0006663	10/01/2014	2500	1
8080 Test Library	Cosmopolitan	RBZ0000242	08/31/2019	498	143
8080 Test Library	Cosmopolitan - Chile	RBZ0004088	11/30/2018	2500	13
8080 Test Library	Cosmopolitan - España	RBZ0001148	11/30/2018	2500	13
8080 Test Library	Cosmopolitan Argentina	RBZ0005696	01/01/2018	2500	2
8080 Test Library	Cosmopolitan Australia	RBZ0005122	11/30/2018	2500	12
8080 Test Library	Cosmopolitan Body	RBZ0000243	01/15/2012	2500	1
8080 Test Library	Cosmopolitan Body 5	RBZ0006920	01/01/2014	2500	1
8080 Test Library	Cosmopolitan Body Special 2	RBZ0004898	06/01/2012	2500	1
8080 Test Library	Cosmopolitan Bride Australia	RBZ0007753	03/01/2018	2500	2
8080 Test Library	Cosmopolitan de Mexico	RBZ0000244	11/30/2018	2500	24
8080 Test Library	Cosmopolitan Fashion	RBZ0006624	03/01/2014	2500	1
8080 Test Library	Cosmopolitan FR	RBZ0002039	12/31/2018	200	13
8080 Test Library	Cosmopolitan HK	RBZ0005051	11/25/2018	2500	13
8080 Test Library	Cosmopolitan India	RBZ0004071	10/31/2018	2500	13
8080 Test Library	Cosmopolitan Italia	RBZ0005982	11/30/2018	200	13
8080 Test Library	Cosmopolitan Korea	RBZ0003709	12/01/2018	Unlimited	13
8080 Test Library	Cosmopolitan Philippines	RBZ0002757	04/30/2018	500	6
8080 Test Library	Cosmopolitan Red-Hot Secrets	RBZ0003718	08/01/2011	500	1
8080 Test Library	Cosmopolitan South Africa	RBZ0000920	11/30/2018	2500	13
8080 Test Library	Cosmopolitan Thailand	RBZ0002613	05/01/2016	2500	1
8080 Test Library	Cosmopolitan UK	RBZ0000247	12/31/2018	2500	13
8080 Test Library	Cosmos Magazine	RBZ0008086	08/31/2018	2500	5
8080 Test Library	The Cosplay Book	RBZ0008651	04/01/2016	1000	1
8080 Test Library	Cotai Style, Macao edition	RBZ0004276	11/01/2016	2500	1
8080 Test Library	Côté Cuisines et Bains	RBZ0002397	10/01/2015	2499	1
8080 Test Library	Côté Est	RBZ0002156	06/30/2018	2500	9
8080 Test Library	Côté Ouest	RBZ0002077	11/30/2018	Unlimited	22
8080 Test Library	Côté Paris	RBZ0002142	10/11/2018	Unlimited	19
8080 Test Library	Côté Sud	RBZ0002076	11/30/2018	Unlimited	20
8080 Test Library	Côté Sud / Est / Ouest / Paris	RBZ0002395	10/01/2013	2500	1
8080 Test Library	Coté Sud hors-série	RBZ0002394	05/01/2013	2499	1
8080 Test Library	Côté Terrasses et Jardins	RBZ0002396	06/01/2011	2499	1
8080 Test Library	The Cottage Journal	RBZ0007829	12/31/2018	2500	17
8080 Test Library	Cottage Style	RBZ0000249	09/20/2018	500	2
8080 Test Library	Cottages and Bungalows	RBZ0008119	01/31/2019	Unlimited	8
8080 Test Library	Couch	RBZ0009110	12/31/2018	Unlimited	14
8080 Test Library	Counselor	RBZ0004960	11/30/2018	500	8
8080 Test Library	Country	RBZ0008585	11/30/2018	Unlimited	7
8080 Test Library	Country Extra	RBZ0008586	10/31/2018	Unlimited	7
8080 Test Library	Country French	RBZ0000251	08/31/2018	500	2
8080 Test Library	Country Gardens	RBZ0000252	07/19/2018	500	5
8080 Test Library	Country Home	RBZ0000133	10/18/2018	500	4
8080 Test Library	Country Homes & Interiors	RBZ0000253	12/31/2018	2500	13
8080 Test Library	Country House - Special Edition	RBZ0008766	06/01/2016	2500	1
8080 Test Library	Country Life	RBZ0000254	12/11/2018	2500	52
8080 Test Library	Country Living	RBZ0000256	12/01/2018	Unlimited	11
8080 Test Library	Country Living Bookazine Handmade Style	RBZ0006483	09/01/2013	2500	1
8080 Test Library	Country Living Modern Rustic	RBZ0007314	05/01/2017	Unlimited	1
8080 Test Library	Country Living UK	RBZ0000257	12/31/2018	2500	13
8080 Test Library	Country Style	RBZ0004004	12/01/2018	2500	14
8080 Test Library	Country Walking	RBZ0007874	12/31/2018	Unlimited	14
8080 Test Library	Country Woman	RBZ0008587	11/30/2018	Unlimited	7
8080 Test Library	Coup de Pouce	RBZ0000259	12/31/2018	2500	12
8080 Test Library	Cowboys & Indians	RBZ0000261	12/31/2018	2500	9
8080 Test Library	CQ Amateur Radio	RBZ0000262	11/30/2018	2500	13
8080 Test Library	The Craft Beer Book	RBZ0007976	04/01/2015	1000	1
8080 Test Library	The Craft Book Volume 1	RBZ0007778	01/01/2015	1000	1
8080 Test Library	Craft Ideas	RBZ0008187	07/01/2015	2500	1
8080 Test Library	Crash Magazine	RBZ0009643	11/30/2018	2500	4
8080 Test Library	Crave	RBZ0003950	02/01/2018	2500	2
8080 Test Library	Create Jewelry: 101 All-New Designs	RBZ0000008	07/01/2015	2500	1
8080 Test Library	Create Your Dream Home	RBZ0007965	03/01/2015	2500	1
8080 Test Library	Creating an Organic Garden	RBZ0004800	05/10/2012	2500	1
8080 Test Library	Creative	RBZ0009644	10/01/2017	2500	1
8080 Test Library	Creative Artist	RBZ0007650	06/30/2018	2500	5
8080 Test Library	Creative Beading Magazine	RBZ0007490	12/31/2018	2500	7
8080 Test Library	Creative Craft Ideas	RBZ0008934	12/01/2016	2500	1
8080 Test Library	Creative Ideas	RBZ0005361	09/01/2013	2500	1
8080 Test Library	Creative Knitting	RBZ0007543	10/31/2018	2500	5
8080 Test Library	Creative Nonfiction	RBZ0005176	09/30/2018	500	4
8080 Test Library	Creative PaperCraft	RBZ0008937	03/01/2017	2500	1
8080 Test Library	Creative Quilter	RBZ0009047	08/01/2017	2500	1
8080 Test Library	Creative Stash & Scrap Quilts	RBZ0008007	04/01/2015	2500	1
8080 Test Library	Creative Sugar Craft	RBZ0007533	01/01/2018	2500	2
8080 Test Library	Cricket	RBZ0007935	02/01/2018	500	3
8080 Test Library	Cricket Skills and Secrets	RBZ0005348	10/01/2012	2500	1
8080 Test Library	Cricket World Cup 2015	RBZ0008452	10/01/2014	2500	1
8080 Test Library	Crochet Celebrations	RBZ0009588	05/01/2017	2500	1
8080 Test Library	Crochet For Beginners	RBZ0008313	10/01/2016	1000	1
8080 Test Library	Crochet Nativity	RBZ0006735	10/01/2013	500	1
8080 Test Library	Crochet Stitch Collection	RBZ0009228	01/01/2017	2500	1
8080 Test Library	Crochet Traditions	RBZ0000263	08/05/2012	2500	1
8080 Test Library	Cross Country	RBZ0000264	11/30/2018	2500	11
8080 Test Library	Cross Country Portuguese	RBZ0006932	09/01/2015	2500	1
8080 Test Library	Cross Country Travel Guide 2012/13	RBZ0004574	03/01/2012	2500	1
8080 Test Library	Cross Country Travel Guide 2014/15	RBZ0006792	01/01/2018	2500	2
8080 Test Library	Cross Stitch Crazy	RBZ0006035	12/31/2018	2500	14
8080 Test Library	Cross Stitch Favourites	RBZ0008454	09/04/2018	2500	3
8080 Test Library	Cross Stitch Gold	RBZ0006036	11/25/2018	2500	10
8080 Test Library	CrossStitcher	RBZ0000266	12/31/2018	Unlimited	14
8080 Test Library	Cruise International	RBZ0000267	11/30/2018	2500	7
8080 Test Library	Cruiser & Trike	RBZ0000723	12/01/2016	2500	1
8080 Test Library	Cruising Helmsman	RBZ0008273	11/30/2018	Unlimited	13
8080 Test Library	Cruising World	RBZ0000268	10/31/2018	2500	11
8080 Test Library	CTimes 零組件雜誌	RBZ0004245	12/06/2018	2500	13
8080 Test Library	Cuerpomente	RBZ0006312	11/30/2018	2500	13
8080 Test Library	Cuisine A&D	RBZ0007336	11/30/2018	2500	5
8080 Test Library	Cuisine A&D English Version	RBZ0007455	08/01/2015	2500	1
8080 Test Library	Cuisine Actuelle	RBZ0003122	03/01/2018	2500	27
8080 Test Library	Cuisine Actuelle Best Of	RBZ0008543	10/01/2015	2499	3
8080 Test Library	Cuisine Actuelle Hors-série	RBZ0003655	02/01/2018	2500	14
8080 Test Library	Cuisine Actuelle Pâtisserie	RBZ0005992	06/01/2017	2500	9
8080 Test Library	Cuisine et Vins de France	RBZ0002909	11/30/2018	200	9
8080 Test Library	Cuisine et Vins de France HS	RBZ0005959	04/01/2018	200	2
8080 Test Library	Cuisines & Bains Magazine	RBZ0009645	11/01/2017	2500	1
8080 Test Library	Cupcake Heaven	RBZ0004576	03/01/2012	2500	1
8080 Test Library	The Cure - The Ultimate Music Guide	RBZ0007475	05/01/2014	2500	1
8080 Test Library	Custom PC UK	RBZ0002510	01/31/2019	2500	13
8080 Test Library	Cute Cross Stitch	RBZ0006089	03/01/2014	500	1
8080 Test Library	Cycle Canada	RBZ0000270	11/01/2017	2500	1
8080 Test Library	Cycle Racing: How to Train, Race & Win	RBZ0007569	07/01/2014	1000	1
8080 Test Library	The Cycle Source Magazine	RBZ0000271	12/31/2018	2500	13
8080 Test Library	Cycle World	RBZ0000273	09/02/2018	2500	5
8080 Test Library	Cycling Plus	RBZ0000276	12/31/2018	Unlimited	28
8080 Test Library	Cycling Weekly	RBZ0001035	12/12/2018	2500	53
8080 Test Library	Cycling Weekly Special Edition: Essential Fans Guide: Cycling at London 2012 Olympics	RBZ0004899	06/01/2012	2500	1
8080 Test Library	Cyclist	RBZ0005369	01/01/2019	2500	14
8080 Test Library	Cyclist Australia	RBZ0005965	12/31/2018	2500	7
8080 Test Library	Cyclist Sportives	RBZ0007273	03/01/2014	2500	1
8080 Test Library	Cyclist: The Big Rides	RBZ0006919	12/01/2015	2500	1
8080 Test Library	D'SCENE	RBZ0009178	04/01/2017	2500	1
8080 Test Library	D-Photo	RBZ0001846	11/30/2018	2500	7
8080 Test Library	Da Man	RBZ0002958	11/30/2018	2500	10
8080 Test Library	Dalal Street Investment Journal	RBZ0009301	04/26/2018	Unlimited	12
8080 Test Library	Dance Australia	RBZ0008607	11/30/2018	Unlimited	7
8080 Test Library	Dapper - Luxury Lifestyle	RBZ0008661	06/30/2018	2500	4
8080 Test Library	Datatid	RBZ0001124	11/30/2018	2500	13
8080 Test Library	David Bowie	RBZ0006076	04/01/2013	2500	1
8080 Test Library	DBD	RBZ0009646	03/01/2018	Unlimited	3
8080 Test Library	DBD Hors-Série	RBZ0009647	11/01/2017	2500	1
8080 Test Library	De Viajes	RBZ0001139	12/31/2018	2500	14
8080 Test Library	Deals On Wheels Australia	RBZ0008140	11/30/2018	Unlimited	14
8080 Test Library	Decanter	RBZ0000278	12/31/2018	2500	13
8080 Test Library	Decanter - The Bordeaux 2011 issue	RBZ0003765	08/26/2011	2500	1
8080 Test Library	Decanter Bordeaux 2013	RBZ0006238	06/01/2013	2500	1
8080 Test Library	Decanter Italy	RBZ0002866	03/01/2015	2500	1
8080 Test Library	Decanter World Wine Awards	RBZ0001955	07/31/2018	2500	2
8080 Test Library	Decanter World Wine Awards 2015	RBZ0008088	07/01/2015	2500	1
8080 Test Library	Decanter-New Zealand 2011	RBZ0002961	01/01/2011	2500	1
8080 Test Library	Deck, Patio & Outdoor Living	RBZ0000279	04/01/2014	500	1
8080 Test Library	Decks, Pergolas & Patios	RBZ0005334	08/01/2014	2500	1
8080 Test Library	Decor	RBZ0000280	09/01/2014	500	1
8080 Test Library	Décor Ideas	RBZ0008926	09/01/2016	2500	1
8080 Test Library	Deep World Wide	RBZ0007589	08/01/2016	2500	1
8080 Test Library	Deer & Deer Hunting	RBZ0005888	11/30/2018	500	11
8080 Test Library	Defense Technology Monthly 尖端科技	RBZ0001065	02/01/2017	2500	1
8080 Test Library	The Definitive Guide to Android	RBZ0007562	01/01/2016	2500	1
8080 Test Library	The Definitive Guide to Free Software	RBZ0008053	06/01/2015	2500	1
8080 Test Library	The Definitive Guide to Google Hidden Tools	RBZ0007688	10/01/2014	2500	1
8080 Test Library	Definitive guide to Windows 10	RBZ0008369	09/01/2015	2500	1
8080 Test Library	Dekor Idees	RBZ0008927	09/01/2016	2500	1
8080 Test Library	Deli	RBZ0009111	04/30/2018	2500	4
8080 Test Library	delicious	RBZ0004005	11/30/2018	2500	12
8080 Test Library	Delicious UK	RBZ0008266	11/30/2018	Unlimited	14
8080 Test Library	Depeche Mode - The Ultimate Music Guide	RBZ0006425	08/01/2013	2500	1
8080 Test Library	DER FEINSCHMECKER	RBZ0009073	12/31/2018	Unlimited	15
8080 Test Library	Dernière Heure	RBZ0000283	12/27/2018	2500	28
8080 Test Library	Design and Decoration	RBZ0003947	10/01/2015	2500	1
8080 Test Library	Design Anthology	RBZ0008471	11/30/2018	2500	6
8080 Test Library	Designer Collection Faye Whittaker	RBZ0008323	09/01/2014	2500	1
8080 Test Library	DESIGNLINES	RBZ0000284	09/26/2018	2500	5
8080 Test Library	Désirs de Voyages	RBZ0009648	01/01/2018	2500	2
8080 Test Library	Desnivel	RBZ0001211	11/30/2018	2500	13
8080 Test Library	DestinAsian	RBZ0001298	11/30/2018	2500	7
8080 Test Library	Destination Portugal	RBZ0009649	12/01/2017	2500	1
8080 Test Library	Destiny	RBZ0003621	11/30/2018	2500	13
8080 Test Library	Destiny Man	RBZ0003622	10/31/2018	2500	7
8080 Test Library	DETAIL	RBZ0004365	11/30/2018	Unlimited	13
8080 Test Library	DETAIL English edition	RBZ0003830	11/01/2017	2500	1
8080 Test Library	Détente Jardin	RBZ0009650	05/01/2018	2500	3
8080 Test Library	Détente Jardin Hors-Série	RBZ0009651	03/01/2018	2500	2
8080 Test Library	Détours en France	RBZ0009652	05/01/2018	2500	4
8080 Test Library	Détours en France Hors-Série Collection	RBZ0009653	07/01/2017	2500	1
8080 Test Library	Developing Leaders	RBZ0007732	10/01/2017	2500	1
8080 Test Library	Dia De Los Muertos: Day of the Dead and Sugar Skull Coloring Book	RBZ0008780	07/01/2016	2500	1
8080 Test Library	Diabetes Self-Management	RBZ0009043	10/31/2018	Unlimited	6
8080 Test Library	Diabetes: What to Eat	RBZ0000287	02/01/2016	500	1
8080 Test Library	Diabetic Living	RBZ0000288	10/18/2018	500	5
8080 Test Library	Diabetic Living Australia	RBZ0000289	12/31/2018	2500	7
8080 Test Library	Diabetic Living Holiday Recipes	RBZ0000290	11/01/2011	500	1
8080 Test Library	Diabetic Meals Made Easy	RBZ0000291	08/01/2012	500	1
8080 Test Library	Diabetic Recipes	RBZ0000645	09/01/2013	500	1
8080 Test Library	Diabetic Slow Cooker	RBZ0000292	01/01/2012	500	1
8080 Test Library	Diana - Her Legacy of Love	RBZ0009845	07/01/2017	2500	1
8080 Test Library	Diapason	RBZ0004718	11/30/2018	Unlimited	34
8080 Test Library	Diapason Hors-Série	RBZ0005488	11/01/2016	2500	2
8080 Test Library	Die GROOT 4x4 Gids	RBZ0008812	07/01/2016	2500	1
8080 Test Library	Die Tuinier Tydskrif	RBZ0006327	11/30/2018	2500	13
8080 Test Library	Diesel Power	RBZ0001361	12/31/2018	2500	13
8080 Test Library	Diesel Tech Magazine	RBZ0002018	05/01/2018	500	5
8080 Test Library	Diesel World	RBZ0008123	01/31/2019	Unlimited	13
8080 Test Library	Diez minutos	RBZ0003835	12/18/2018	2500	54
8080 Test Library	Dig	RBZ0007939	02/01/2018	500	3
8080 Test Library	The Digital Art Book	RBZ0006804	01/01/2014	1000	1
8080 Test Library	Digital Artist Collection Vol 1	RBZ0004870	05/25/2012	1000	1
8080 Test Library	Digital Camera Photographer of the Year 2008	RBZ0002164	01/01/2008	500	1
8080 Test Library	Digital Camera World	RBZ0000294	12/31/2018	500	15
8080 Test Library	Digital Photo	RBZ0000295	12/01/2018	2500	5
8080 Test Library	Digital Photo Pro	RBZ0000296	11/30/2018	2500	8
8080 Test Library	Digital Photographer	RBZ0004544	03/31/2019	1000	15
8080 Test Library	Digital Photographer Annual	RBZ0007691	11/01/2016	1000	1
8080 Test Library	Digital Photography	RBZ0000297	04/01/2017	2500	1
8080 Test Library	Digital Photography For Beginners	RBZ0005031	12/01/2015	1000	1
8080 Test Library	Digital Production	RBZ0004860	10/31/2018	Unlimited	7
8080 Test Library	Digital Production Sonderheft Compositing	RBZ0004861	06/01/2012	2500	1
8080 Test Library	Digital Production Sonderheft Hardware	RBZ0004862	09/01/2012	2500	1
8080 Test Library	Digital SLR Photography	RBZ0000298	12/31/2018	2500	13
8080 Test Library	Digital SLR Tips, Tricks & Fixes	RBZ0005030	07/05/2012	1000	1
8080 Test Library	Dinero	RBZ0009814	03/01/2018	2500	8
