Title	Barcode	Email	Library	RBID	Checkouts	Time Period	Current Issue Default	Status
SPIDER-MAN: BRAND NEW DAY VOL.3 - Special				RBC0424633	0	Monthly	25	Active
SPIDER-MAN: BRAND NEW DAY VOL.2 - Special				RBC0424632	0	Monthly	25	Active
SPIDER-MAN: BRAND NEW DAY VOL.1 - Special				RBC0424631	0	Monthly	25	Active
AMAZING SPIDER-MAN VOL. 4: GRAVEYARD SHIFT - Special				RBC0424357	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 3: SPIDER-VERSE - Special				RBC0424356	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 2: SPIDER-VERSE PRELUDE - Special				RBC0424355	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 1: THE PARKER LUCK - Special				RBC0424354	0	Annually	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 6 - Special				RBC0424365	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 5 - Special				RBC0424364	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 4 - Special				RBC0424363	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 3 - Special				RBC0424362	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 2 - Special				RBC0424361	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 1 - Special				RBC0424360	0	Monthly	25	Active
AMERICA VOL. 1: THE LIFE AND TIMES OF AMERICA CHAVEZ - Special				RBC0424366	0	Monthly	25	Active
ANNIHILATION BOOK TWO - Special				RBC0424369	0	Monthly	25	Active
ANNIHILATION BOOK THREE - Special				RBC0424368	0	Monthly	25	Active
ANNIHILATION BOOK ONE - Special				RBC0424367	0	Monthly	25	Active
ANNIHILATION: CONQUEST BOOK 2 - Special				RBC0424371	0	Monthly	25	Active
ANNIHILATION: CONQUEST BOOK 1 - Special				RBC0424370	0	Monthly	25	Active
ANT-MAN VOL. 1: SECOND-CHANCE MAN - Special				RBC0424373	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 5: GHOST BOX - Special				RBC0424378	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 4: UNSTOPPABLE - Special				RBC0424377	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 3: TORN - Special				RBC0424376	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 2: DANGEROUS - Special				RBC0424375	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 1: GIFTED - Special				RBC0424374	0	Monthly	25	Active
AVENGERS: DISASSEMBLED - Special				RBC0424399	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 5 - Special				RBC0424390	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 4 - Special				RBC0424389	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 3 - Special				RBC0424388	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 2 - Special				RBC0424387	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 1 - Special				RBC0424386	0	Monthly	25	Active
AVENGERS VOL. 6: INFINITE AVENGERS - Special				RBC0424396	0	Monthly	25	Active
AVENGERS VOL. 5: ADAPT OR DIE - Special				RBC0424395	0	Monthly	25	Active
AVENGERS VOL. 4: INFINITY - Special				RBC0424394	0	Monthly	25	Active
AVENGERS VOL. 3: PRELUDE TO INFINITY - Special				RBC0424393	0	Monthly	25	Active
AVENGERS VOL. 2: THE LAST WHITE EVENT - Special				RBC0424392	0	Monthly	25	Active
AVENGERS VOL. 1: AVENGERS WORLD - Special				RBC0424391	0	Monthly	25	Active
AVENGERS: UNLEASHED VOL. 1 - KANG WAR ONE - Special				RBC0424405	0	Monthly	25	Active
AVENGERS & X-MEN: AXIS - Special				RBC0424379	0	Monthly	25	Active
AVENGERS ASSEMBLE BY BRIAN MICHAEL BENDIS - Special				RBC0424380	0	Monthly	25	Active
AVENGERS: STANDOFF - Special				RBC0424400	0	Monthly	25	Active
AVENGERS VS. THANOS - Special				RBC0424397	0	Monthly	25	Active
AVENGERS: TIME RUNS OUT VOL. 4 - Special				RBC0424404	0	Monthly	25	Active
AVENGERS: TIME RUNS OUT VOL. 3 - Special				RBC0424403	0	Monthly	25	Active
AVENGERS: TIME RUNS OUT VOL. 2 - Special				RBC0424402	0	Monthly	25	Active
AVENGERS: TIME RUNS OUT VOL. 1 - Special				RBC0424401	0	Monthly	25	Active
AVENGING SPIDER-MAN: MY FRIENDS CAN BEAT UP YOUR FRIENDS - Special				RBC0424406	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 4 - Special				RBC0424410	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 3 - Special				RBC0424409	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 2 - Special				RBC0424408	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 1 - Special				RBC0424407	0	Monthly	25	Active
BLACK PANTHER: WHO IS THE BLACK PANTHER? - Special				RBC0424414	0	Monthly	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 3 - Special				RBC0424413	0	Annually	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 2 - Special				RBC0424412	0	Annually	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 1 - Special				RBC0424411	0	Annually	25	Active
BLACK WIDOW VOL. 2: THE TIGHTLY TANGLED WEB - Special				RBC0424418	0	Monthly	25	Active
BLACK WIDOW VOL. 1: THE FINELY WOVEN THREAD - Special				RBC0424417	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 7: SEPERATION ANXIETY - Special				RBC0424425	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 6: PAVED WITH GOOD INTENTIONS - Special				RBC0424424	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 5: LIVING LEGENDS - Special				RBC0424423	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 4: BOSSOM BUDDIES - Special				RBC0424422	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 3: THE HUMAN RACE - Special				RBC0424421	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 2: THE BURNT OFFERING - Special				RBC0424420	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 1: IF LOOKS COULD KILL - Special				RBC0424419	0	Monthly	25	Active
DEADPOOL VS. THE MARVEL UNIVERSE - Special				RBC0424508	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 3 - THE MAN WHO BOUGHT AMERICA - Special				RBC0424447	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 2 - THE BURDEN OF DREAMS - Special				RBC0424446	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 1 - THE DEATH OF THE DREAM - Special				RBC0424445	0	Monthly	25	Active
CAPTAIN AMERICA: ROAD TO REBORN - Special				RBC0424436	0	Monthly	25	Active
CAPTAIN AMERICA: WINTER SOLDIER VOL. 2 - Special				RBC0424453	0	Monthly	25	Active
CAPTAIN AMERICA: WINTER SOLDIER VOL. 1 - Special				RBC0424452	0	Monthly	25	Active
CAPTAIN AMERICA: TWO AMERICAS - Special				RBC0424450	0	Monthly	25	Active
CAPTAIN AMERICA: TRIAL OF CAPTAIN AMERICA - Special				RBC0424449	0	Monthly	25	Active
CAPTAIN AMERICA: THE MAN WITH NO FACE - Special				RBC0424448	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 4 - Special				RBC0424429	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 3 - Special				RBC0424428	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 2 - Special				RBC0424427	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 1 - Special				RBC0424426	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 5: THE TOMORROW SOLDIER - Special				RBC0424434	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 4: THE IRON NAIL - Special				RBC0424433	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 3: LOOSE NUKE - Special				RBC0424432	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 2: CASTAWAY IN DIMENSION Z BOOK 2 - Special				RBC0424431	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 1: CASTAWAY IN DIMENSION Z BOOK 1 - Special				RBC0424430	0	Monthly	25	Active
CAPTAIN AMERICA: REBORN - Special				RBC0424435	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 5 - END OF THE LINE - Special				RBC0424441	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 4 - #TAKEBACKTHESHIELD - Special				RBC0424440	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 3 - CIVIL WAR II - Special				RBC0424439	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 2 - STANDOFF - Special				RBC0424438	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 1 - Special				RBC0424437	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 3 - EMPIRE BUILDING - Special				RBC0424444	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 2 - THE TRIAL OF MARIA HILL - Special				RBC0424443	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 1 - HAIL HYDRA - Special				RBC0424442	0	Monthly	25	Active
CAPTAIN AMERICA: WHITE - Special				RBC0424451	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: DOWN - Special				RBC0424460	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: IN PURSUIT OF FLIGHT - Special				RBC0424459	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 3: ALIS VOLAT PROPRIIS - Special				RBC0424458	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: STAY FLY - Special				RBC0424457	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: HIGHER, FURTHER, FASTER, MORE - Special				RBC0424456	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: CIVIL WAR II - Special				RBC0424455	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: RISE OF ALPHA FLIGHT - Special				RBC0424454	0	Monthly	25	Active
CHAMPIONS VOL. 1: CHANGE THE WORLD - Special				RBC0424461	0	Monthly	25	Active
CIVIL WAR: THE ROAD TO CIVIL WAR - Special				RBC0424467	0	Monthly	25	Active
CIVIL WAR: CAPTAIN AMERICA/IRON MAN - Special				RBC0424466	0	Monthly	25	Active
CIVIL WAR: BLACK PANTHER - Special				RBC0424465	0	Monthly	25	Active
CIVIL WAR: AMAZING SPIDER-MAN - Special				RBC0424464	0	Monthly	25	Active
CIVIL WAR - Special				RBC0424462	0	Monthly	25	Active
CIVIL WAR II - Special				RBC0424463	0	Monthly	25	Active
DAREDEVIL: BORN AGAIN - Special				RBC0424490	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 3 - Special				RBC0424473	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 2 - Special				RBC0424472	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 1 - Special				RBC0424471	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 3 - Special				RBC0424470	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 2 - Special				RBC0424469	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 1 - Special				RBC0424468	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 7 - Special				RBC0424480	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 6 - Special				RBC0424479	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 5 - Special				RBC0424478	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 4 - Special				RBC0424477	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 3 - Special				RBC0424476	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 2 - Special				RBC0424475	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 1 - Special				RBC0424474	0	Monthly	25	Active
DAREDEVIL VOL. 4: THE AUTOBIOGRAPHY OF MATT MURDOCK - Special				RBC0424484	0	Monthly	25	Active
DAREDEVIL VOL. 3: THE DAREDEVIL YOU KNOW - Special				RBC0424483	0	Monthly	25	Active
DAREDEVIL VOL. 2: WEST-CASE SCENARIO - Special				RBC0424482	0	Monthly	25	Active
DAREDEVIL VOL. 1: DEVIL AT BAY - Special				RBC0424481	0	Monthly	25	Active
DAREDEVIL: BACK IN BLACK VOL. 4 - IDENTITY - Special				RBC0424489	0	Monthly	25	Active
DAREDEVIL: BACK IN BLACK VOL. 3 - DARK ART - Special				RBC0424488	0	Monthly	25	Active
DAREDEVIL: BACK IN BLACK VOL. 2 - SUPERSONIC - Special				RBC0424487	0	Monthly	25	Active
DAREDEVIL: BACK IN BLACK VOL. 1 - CHINATOWN - Special				RBC0424486	0	Monthly	25	Active
DAREDEVIL: THE MAN WITHOUT FEAR - Special				RBC0424491	0	Monthly	25	Active
DAREDEVIL: YELLOW - Special				RBC0424492	0	Monthly	25	Active
DAREDEVIL/PUNISHER: SEVENTH CIRCLE - Special				RBC0424485	0	Monthly	25	Active
DEADPOOL VOL. 5: WEDDING OF DEADPOOL - Special				RBC0424506	0	Monthly	25	Active
DEADPOOL VOL. 4: DEADPOOL VS S.H.I.E.L.D. - Special				RBC0424505	0	Monthly	25	Active
DEADPOOL VOL. 3: THE GOOD, THE BAD AND THE UGLY - Special				RBC0424504	0	Monthly	25	Active
DEADPOOL VOL. 2: SOUL HUNTER - Special				RBC0424503	0	Monthly	25	Active
DEADPOOL VOL. 1: DEAD PRESIDENTS - Special				RBC0424502	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 8 - TIL DEATH DO US... - Special				RBC0424517	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 7 - DEADPOOL DOES SHAKESPEARE - Special				RBC0424516	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 6 - PATIENCE: ZERO - Special				RBC0424515	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 5 - CIVIL WAR II - Special				RBC0424514	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 4 - TEMPORARY INSANITATION - Special				RBC0424513	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 3 - DEADPOOL VS. SABRETOOTH - Special				RBC0424512	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 2: END OF ERROR - Special				RBC0424511	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 1 - MILLIONAIRE WITH A MOUTH - Special				RBC0424510	0	Monthly	25	Active
DEADPOOL & CABLE: SPLIT SECOND - Special				RBC0424493	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 5 - Special				RBC0424498	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 4 - Special				RBC0424497	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 3 - Special				RBC0424496	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 2 - Special				RBC0424495	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 1 - Special				RBC0424494	0	Monthly	25	Active
DEADPOOL KILLS DEADPOOL - Special				RBC0424499	0	Monthly	25	Active
DEADPOOL KILLS THE MARVEL UNIVERSE - Special				RBC0424500	0	Monthly	25	Active
DEADPOOL V GAMBIT: THE “V” IS FOR “VS.” - Special				RBC0424501	0	Monthly	25	Active
DEADPOOL VS. THANOS - Special				RBC0424507	0	Monthly	25	Active
DEADPOOL VS. THE PUNISHER - Special				RBC0424509	0	Monthly	25	Active
DEATH OF WOLVERINE - Special				RBC0424518	0	Monthly	25	Active
DEATH OF X - Special				RBC0424519	0	Monthly	25	Active
DOCTOR STRANGE VOL. 4: MR. MISERY - Special				RBC0424523	0	Monthly	25	Active
DOCTOR STRANGE VOL. 3: BLOOD IN THE AETHER - Special				RBC0424522	0	Monthly	25	Active
DOCTOR STRANGE VOL. 2: THE LAST DAYS OF MAGIC - Special				RBC0424521	0	Monthly	25	Active
DOCTOR STRANGE VOL. 1: THE WAY OF THE WEIRD - Special				RBC0424520	0	Monthly	25	Active
DOCTOR STRANGE: THE OATH - Special				RBC0424525	0	Monthly	25	Active
DOCTOR STRANGE/PUNISHER: MAGIC BULLETS - Special				RBC0424524	0	Monthly	25	Active
DRAX VOL. 1: THE GALAXYS BEST DETECTIVE - Special				RBC0424526	0	Monthly	25	Active
EARTH X - Special				RBC0424527	0	Monthly	25	Active
AMAZING SPIDER-MAN: EDGE OF SPIDER-VERSE - Special				RBC0424358	0	Monthly	25	Active
EDGE OF VENOMVERSE - Special				RBC0424528	0	Monthly	25	Active
ELEKTRA VOL. 1: BLOODLINES - Special				RBC0424529	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 3 - Special				RBC0424538	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 2 - Special				RBC0424537	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 1 - Special				RBC0424536	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL.6 - Special				RBC0424535	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 5 - Special				RBC0424534	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 4 - Special				RBC0424533	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 3 - Special				RBC0424532	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 2 - Special				RBC0424531	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 1 - Special				RBC0424530	0	Monthly	25	Active
GHOST RIDER VOL. 1: HELL BENT AND HEAVEN BOUND - Special				RBC0424539	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 4: REALM OF KINGS - Special				RBC0424543	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 3: WAR OF KINGS BOOK 2 - Special				RBC0424542	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 2: WAR OF KINGS BOOK 1 - Special				RBC0424541	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 1: LEGACY - Special				RBC0424540	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 4: ORIGINAL SIN - Special				RBC0424547	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 3: GUARDIANS DISASSEMBLED - Special				RBC0424546	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 2: ANGELA - Special				RBC0424545	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 1: COSMIC AVENGERS - Special				RBC0424544	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 4 - GROUNDED - Special				RBC0424551	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 3 - CIVIL WAR II - Special				RBC0424550	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 2 - WANTED - Special				RBC0424549	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 1 - EMPEROR QUILL - Special				RBC0424548	0	Monthly	25	Active
HOUSE OF M - Special				RBC0424552	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 5: ESCAPE FROM THE EIGHTH CITY - Special				RBC0424561	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 4: THE MORTAL IRON FIST - Special				RBC0424560	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 3: THE BOOK OF IRON FIST - Special				RBC0424559	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 2: THE SEVEN CAPITAL CITIES OF HEAVEN - Special				RBC0424558	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 1: THE LAST IRON FIST STORY - Special				RBC0424557	0	Monthly	25	Active
HULK: PLANET HULK PRELUDE - Special				RBC0424554	0	Monthly	25	Active
HULK: PLANET HULK - Special				RBC0424553	0	Monthly	25	Active
HULK: THE END - Special				RBC0424555	0	Monthly	25	Active
INFINITY - Special				RBC0424562	0	Monthly	25	Active
INFINITY CRUSADE VOL. 2 - Special				RBC0424564	0	Monthly	25	Active
INFINITY CRUSADE VOL. 1 - Special				RBC0424563	0	Monthly	25	Active
INFINITY GAUNTLET AFTERMATH - Special				RBC0424566	0	Monthly	25	Active
INFINITY GAUNTLET - Special				RBC0424565	0	Monthly	25	Active
INFINITY WAR AFTERMATH - Special				RBC0424568	0	Monthly	25	Active
INFINITY WAR - Special				RBC0424567	0	Monthly	25	Active
INHUMAN VOL. 1: GENESIS - Special				RBC0424569	0	Monthly	25	Active
INHUMANS BY PAUL JENKINS & JAE LEE - Special				RBC0424570	0	Monthly	25	Active
INHUMANS VS. X-MEN - Special				RBC0424571	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 3: WORLDS MOST WANTED BOOK 2 - Special				RBC0424574	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 2: WORLDS MOST WANTED BOOK 1 - Special				RBC0424573	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 1: FIVE NIGHTMARES - Special				RBC0424572	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 3: CIVIL WAR II - Special				RBC0424577	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 2: THE WAR MACHINES - Special				RBC0424576	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 1: REBOOT - Special				RBC0424575	0	Monthly	25	Active
IRON MAN: EXTREMIS - Special				RBC0424578	0	Monthly	25	Active
JESSICA JONES VOL. 2: THE SECRETS OF MARIA HILL - Special				RBC0424580	0	Monthly	25	Active
JESSICA JONES VOL. 1: UNCAGED! - Special				RBC0424579	0	Monthly	25	Active
MARVEL 1602 BY NEIL GAIMAN - Special				RBC0424582	0	Monthly	25	Active
WOLVERINE: WEAPON X - Special				RBC0424662	0	Monthly	25	Active
MARVEL ZOMBIES - Special				RBC0424583	0	Monthly	25	Active
MARVELS ANT-MAN PRELUDE - Special				RBC0424584	0	Monthly	25	Active
MARVELS CAPTAIN AMERICA: CIVIL WAR PRELUDE - Special				RBC0424585	0	Monthly	25	Active
MARVELS CAPTAIN AMERICA: THE WINTER SOLDIER PRELUDE - Special				RBC0424586	0	Monthly	25	Active
MARVELS DOCTOR STRANGE PRELUDE - Special				RBC0424587	0	Monthly	25	Active
MARVELS GUARDIANS OF THE GALAXY PRELUDE - Special				RBC0424588	0	Monthly	25	Active
MARVELS GUARDIANS OF THE GALAXY VOL. 2 PRELUDE - Special				RBC0424589	0	Monthly	25	Active
MARVELS IRON MAN 3 PRELUDE - Special				RBC0424590	0	Monthly	25	Active
MARVELS THE AVENGERS: AGE OF ULTRON PRELUDE - Special				RBC0424591	0	Monthly	25	Active
MARVELS THOR: RAGNAROK PRELUDE - Special				RBC0424592	0	Monthly	25	Active
MARVELS THOR: THE DARK WORLD PRELUDE - Special				RBC0424593	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 2: COSMIC COOTIES - Special				RBC0424595	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 1: BFF - Special				RBC0424594	0	Monthly	25	Active
MS. MARVEL VOL. 4: LAST DAYS - Special				RBC0424599	0	Monthly	25	Active
MS. MARVEL VOL. 3: CRUSHED - Special				RBC0424598	0	Monthly	25	Active
MS. MARVEL VOL. 2: GENERATION WHY - Special				RBC0424597	0	Monthly	25	Active
MS. MARVEL VOL. 1: NO NORMAL - Special				RBC0424596	0	Monthly	25	Active
NEW AVENGERS VOL. 5: CIVIL WAR - Special				RBC0424604	0	Monthly	25	Active
NEW AVENGERS VOL. 4: THE COLLECTIVE - Special				RBC0424603	0	Monthly	25	Active
NEW AVENGERS VOL. 3: SECRETS AND LIES - Special				RBC0424602	0	Monthly	25	Active
NEW AVENGERS VOL. 2: SENTRY - Special				RBC0424601	0	Monthly	25	Active
NEW AVENGERS VOL. 1: BREAKOUT - Special				RBC0424600	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 5 - Special				RBC0424385	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 4 - Special				RBC0424384	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 3 - Special				RBC0424383	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 2 - Special				RBC0424382	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 1 - Special				RBC0424381	0	Monthly	25	Active
NEW AVENGERS VOL. 4: A PERFECT WORLD - Special				RBC0424608	0	Monthly	25	Active
NEW AVENGERS VOL. 3: OTHER WORLDS - Special				RBC0424607	0	Monthly	25	Active
NEW AVENGERS VOL. 2: INFINITY - Special				RBC0424606	0	Monthly	25	Active
NEW AVENGERS VOL. 1: EVERYTHING DIES - Special				RBC0424605	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 3 - Special				RBC0424611	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 2 - Special				RBC0424610	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 1 - Special				RBC0424609	0	Monthly	25	Active
NEW MUTANTS VOL. 1: RETURN OF LEGION - Special				RBC0424612	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 3 - THE LAST RONIN - Special				RBC0424661	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 2 - BORDERTOWN - Special				RBC0424660	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 1 - BERZERKER - Special				RBC0424659	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN - Special				RBC0424658	0	Monthly	25	Active
JESSICA JONES: THE PULSE - THE COMPLETE COLLECTION - Special				RBC0424581	0	Monthly	25	Active
THE PUNISHER BY GREG RUCKA VOL. 3 - Special				RBC0424643	0	Monthly	25	Active
THE PUNISHER BY GREG RUCKA VOL. 2 - Special				RBC0424642	0	Monthly	25	Active
PUNISHER BY GREG RUCKA VOL. 1 - Special				RBC0424613	0	Monthly	25	Active
ROCKET RACCOON VOL. 2: STORYTAILER - Special				RBC0424615	0	Monthly	25	Active
ROCKET RACCOON VOL. 1: A CHASING TALE - Special				RBC0424614	0	Monthly	25	Active
RUNAWAYS VOL. 7: LIVE FAST - Special				RBC0424622	0	Monthly	25	Active
RUNAWAYS VOL. 6: PARENTAL GUIDANCE - Special				RBC0424621	0	Monthly	25	Active
RUNAWAYS VOL. 5: ESCAPE TO NEW YORK - Special				RBC0424620	0	Monthly	25	Active
RUNAWAYS VOL. 4: TRUE BELIEVERS - Special				RBC0424619	0	Monthly	25	Active
RUNAWAYS VOL. 3: THE GOOD DIE YOUNG - Special				RBC0424618	0	Monthly	25	Active
RUNAWAYS VOL. 2: TEENAGE WASTELAND - Special				RBC0424617	0	Monthly	25	Active
RUNAWAYS VOL. 1: PRIDE AND JOY - Special				RBC0424616	0	Monthly	25	Active
S.H.I.E.L.D. VOL. 2: THE MAN CALLED D.E.A.T.H. - Special				RBC0424624	0	Monthly	25	Active
