For Period: from 01/01/2017 to 01/22/2017
Title	Barcode	Email	Library	RBID	Checkouts	Time Period	Current Issue Default	Status
Judge Dredd: Mega-City Zero, Vol. 2				RBC0426995	0	Monthly	25	Active
Locke & Key, Vol. 2: Head Games				RBC0387737	0	Monthly	25	Active
Locke & Key, Vol. 1: Welcome to Lovecraft				RBC0387736	0	Monthly	25	Active
Locke & Key Vol. 3: Crown of Shadows				RBC0424291	0	Monthly	25	Active
Locke and Key Vol. 4: Keys to the Kingdom				RBC0428576	0	Monthly	25	Active
Locke & Key, Vol. 5: Clockworks				RBC0455688	0	Monthly	25	Active
Star Trek: Khan - Ruling in Hell				RBC0424285	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 7: City Fall Part 2				RBC0424273	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 6: City Fall Part 1				RBC0424272	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 5: Krang War				RBC0424271	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 4: Sins Of The Fathers				RBC0424270	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 3: Shadows of the Past				RBC0424269	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 2: Enemies Old Enemies New				RBC0424268	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Vol. 1: Change is Constant				RBC0424267	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 8: Northampton				RBC0429700	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 9: Monsters, Misfits, and Madmen				RBC0429701	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 10: New Mutant Order				RBC0429703	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 11: Attack on Technodrome				RBC0429704	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 12: Vengeance, Pt. 1				RBC0429702	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 13: Vengeance, Part 2				RBC0455796	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 14: Order From Chaos				RBC0455797	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 15: Leatherhead				RBC0455798	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 16: Chasing Phantoms				RBC0455799	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 17: Desperate Measures				RBC0455800	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 18: Trial of Krang				RBC0455801	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 19: Invasion of the Triceratons				RBC0455802	0	Monthly	25	Active
Teenage Mutant Ninja Turtles, Vol. 20: Kingdom of Rats				RBC0457458	0	Monthly	25	Active
Godzilla: Rulers of Earth Vol. 1				RBC0424276	0	Monthly	25	Active
Star Trek: Best of Klingons				RBC0424293	0	Monthly	25	Active
Star Trek: Intelligence Gathering				RBC0424289	0	Monthly	25	Active
Star Trek: New Frontier				RBC0424282	0	Monthly	25	Active
Star Trek: Waypoint				RBC0424277	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Casey & April				RBC0424256	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Universe Vol. 2: The New Strangeness				RBC0424241	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Universe Vol. 1				RBC0424240	0	Monthly	25	Active
Teenage Mutant Ninja Turtles Universe, Vol. 3: Karai's Path				RBC0429705	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Villain Micro-Series Vol. 1				RBC0424239	0	Monthly	25	Active
Edward Scissorhands Vol. 1: Parts Unknown				RBC0424274	0	Monthly	25	Active
Cartoon Network: Super Secret Crisis War! Vol. 2				RBC0424262	0	Monthly	25	Active
Cartoon Network: Super Secret Crisis War! Vol. 1				RBC0424260	0	Monthly	25	Active
Star Trek Archives Vol. 1: Best of Peter David				RBC0424294	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 5				RBC0424266	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 4				RBC0424265	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 3				RBC0424264	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 2				RBC0424263	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 1				RBC0424261	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 6				RBC0455786	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 8				RBC0455788	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 14				RBC0455794	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 7				RBC0455787	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 9				RBC0455789	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 10				RBC0455790	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 11				RBC0455791	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 12				RBC0455792	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 13				RBC0455793	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Adventures Vol. 15				RBC0455795	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Classics Vol. 4				RBC0424255	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Classics Vol. 3				RBC0424254	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Classics Vol. 2				RBC0424253	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Classics Vol. 1				RBC0424252	0	Monthly	25	Active
Amazing Forest				RBC0424259	0	Monthly	25	Active
Godzilla In Hell				RBC0424275	0	Monthly	25	Active
Remains				RBC0424292	0	Monthly	25	Active
Star Trek / Planet of the Apes: The Primate Directive				RBC0424299	0	Monthly	25	Active
AGE OF ULTRON - Special				RBC0424323	0	Monthly	25	Active
Star Trek: The Next Generation - Hive				RBC0424281	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 3				RBC0424250	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 2				RBC0424249	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 1				RBC0424248	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 3				RBC0424245	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 2				RBC0424244	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 1				RBC0424243	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Turtles in Time				RBC0424242	0	Monthly	25	Active
ALL-NEW CAPTAIN AMERICA VOL. 1: HYDRA ASCENDANT - Special				RBC0424324	0	Monthly	25	Active
ALL-NEW GHOST RIDER VOL. 2: LEGEND - Special				RBC0424327	0	Monthly	25	Active
ALL-NEW GHOST RIDER VOL. 1: ENGINES OF VENGEANCE - Special				RBC0424326	0	Monthly	25	Active
ALL-NEW GUARDIANS OF THE GALAXY VOL. 1: COMMUNICATION BREAKDOWN - Special				RBC0424328	0	Monthly	25	Active
ALL-NEW GUARDIANS OF THE GALAXY VOL. 2: RIDERS IN THE SKY				RBC0455441	0	Monthly	25	Active
ALL-NEW INHUMANS VOL. 2: SKYSPEARS - Special				RBC0424330	0	Monthly	25	Active
ALL-NEW INHUMANS VOL. 1: GLOBAL OUTREACH - Special				RBC0424329	0	Monthly	25	Active
ALL-NEW WOLVERINE VOL. 4: IMMUNE - Special				RBC0424334	0	Monthly	25	Active
ALL-NEW WOLVERINE VOL. 3: ENEMY OF THE STATE II - Special				RBC0424333	0	Monthly	25	Active
ALL-NEW WOLVERINE VOL. 2: CIVIL WAR II - Special				RBC0424332	0	Monthly	25	Active
ALL-NEW WOLVERINE VOL. 1: THE FOUR SISTERS - Special				RBC0424331	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 7: THE UTOPIANS - Special				RBC0424341	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 6: THE ULTIMATE ADVENTURE - Special				RBC0424340	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 5: ONE DOWN - Special				RBC0424339	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 4: ALL-DIFFERENT - Special				RBC0424338	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 3: OUT OF THEIR DEPTH - Special				RBC0424337	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 2: HERE TO STAY - Special				RBC0424336	0	Monthly	25	Active
ALL-NEW X-MEN VOL. 1: YESTERDAYS X-MEN - Special				RBC0424335	0	Monthly	25	Active
ALL-NEW X-MEN: INEVITABLE VOL. 4 - IVX - Special				RBC0424345	0	Monthly	25	Active
ALL-NEW X-MEN: INEVITABLE VOL. 3 - HELL HATH SO MUCH FURY - Special				RBC0424344	0	Monthly	25	Active
ALL-NEW X-MEN: INEVITABLE VOL. 2 - APOCALYPSE WARS - Special				RBC0424343	0	Monthly	25	Active
ALL-NEW X-MEN: INEVITABLE VOL. 1 - GHOSTS OF CYCLOPS - Special				RBC0424342	0	Monthly	25	Active
ALL-NEW, ALL-DIFFERENT AVENGERS VOL. 3: CIVIL WAR II - Special				RBC0424348	0	Monthly	25	Active
ALL-NEW, ALL-DIFFERENT AVENGERS VOL. 2: FAMILY BUSINESS - Special				RBC0424347	0	Monthly	25	Active
ALL-NEW, ALL-DIFFERENT AVENGERS VOL. 1: THE MAGNIFICENT SEVEN - Special				RBC0424346	0	Monthly	25	Active
SPIDER-MAN: VENGEANCE OF VENOM - Special				RBC0424638	0	Monthly	25	Active
AMAZING SPIDER-MAN MASTERWORKS VOL. 5 - Special				RBC0424353	0	Monthly	25	Active
AMAZING SPIDER-MAN MASTERWORKS VOL. 4 - Special				RBC0424352	0	Monthly	25	Active
AMAZING SPIDER-MAN MASTERWORKS VOL. 3 - Special				RBC0424351	0	Monthly	25	Active
AMAZING SPIDER-MAN MASTERWORKS VOL. 2 - Special				RBC0424350	0	Monthly	25	Active
AMAZING SPIDER-MAN MASTERWORKS VOL. 1 - Special				RBC0424349	0	Monthly	25	Active
SPIDER-MAN: SINISTER SIX				RBC0455548	0	Monthly	25	Active
SPIDER-MAN: ENDS OF THE EARTH - Special				RBC0424634	0	Monthly	25	Active
SPIDER-MAN: BRAND NEW DAY VOL.3 - Special				RBC0424633	0	Monthly	25	Active
SPIDER-MAN: BRAND NEW DAY VOL.2 - Special				RBC0424632	0	Monthly	25	Active
SPIDER-MAN: BRAND NEW DAY VOL.1 - Special				RBC0424631	0	Monthly	25	Active
AMAZING SPIDER-MAN VOL. 4: GRAVEYARD SHIFT - Special				RBC0424357	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 3: SPIDER-VERSE - Special				RBC0424356	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 2: SPIDER-VERSE PRELUDE - Special				RBC0424355	0	Annually	25	Active
AMAZING SPIDER-MAN VOL. 1: THE PARKER LUCK - Special				RBC0424354	0	Annually	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 9				RBC0457075	0	Annually	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 7				RBC0457073	0	Annually	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 8				RBC0457074	0	Annually	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 6 - Special				RBC0424365	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 5 - Special				RBC0424364	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 4 - Special				RBC0424363	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 3 - Special				RBC0424362	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 2 - Special				RBC0424361	0	Monthly	25	Active
AMAZING SPIDER-MAN: WORLDWIDE VOL. 1 - Special				RBC0424360	0	Monthly	25	Active
AMERICA VOL. 1: THE LIFE AND TIMES OF AMERICA CHAVEZ - Special				RBC0424366	0	Monthly	25	Active
Star Trek Classics, Volume 3: Encounters with the Unknown				RBC0387423	0	Monthly	25	Active
Star Trek Classics, Volume 4: Beginnings				RBC0387422	0	Monthly	25	Active
Star Trek Classics, Volume 5: Who Killed Captain Kirk				RBC0387421	0	Monthly	25	Active
Star Trek Classics, Volume 1: The Gorn Crisis				RBC0387425	0	Monthly	25	Active
Star Trek Classics, Volume 2: Enemy Unseen				RBC0387424	0	Monthly	25	Active
AVENGERS: DISASSEMBLED - Special				RBC0424399	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 5 - Special				RBC0424390	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 4 - Special				RBC0424389	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 3 - Special				RBC0424388	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 2 - Special				RBC0424387	0	Monthly	25	Active
AVENGERS MASTERWORKS VOL. 1 - Special				RBC0424386	0	Monthly	25	Active
AVENGERS VOL. 6: INFINITE AVENGERS - Special				RBC0424396	0	Monthly	25	Active
AVENGERS VOL. 5: ADAPT OR DIE - Special				RBC0424395	0	Monthly	25	Active
AVENGERS VOL. 4: INFINITY - Special				RBC0424394	0	Monthly	25	Active
AVENGERS VOL. 3: PRELUDE TO INFINITY - Special				RBC0424393	0	Monthly	25	Active
AVENGERS VOL. 2: THE LAST WHITE EVENT - Special				RBC0424392	0	Monthly	25	Active
AVENGERS VOL. 1: AVENGERS WORLD - Special				RBC0424391	0	Monthly	25	Active
AVENGERS: UNLEASHED VOL. 1 - KANG WAR ONE - Special				RBC0424405	0	Monthly	25	Active
AVENGERS & X-MEN: AXIS - Special				RBC0424379	0	Monthly	25	Active
AVENGERS ASSEMBLE BY BRIAN MICHAEL BENDIS - Special				RBC0424380	0	Monthly	25	Active
AVENGERS: STANDOFF - Special				RBC0424400	0	Monthly	25	Active
AVENGERS VS. THANOS - Special				RBC0424397	0	Monthly	25	Active
AVENGERS VS. X-MEN - Special				RBC0424398	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 4 - Special				RBC0424410	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 3 - Special				RBC0424409	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 2 - Special				RBC0424408	0	Monthly	25	Active
BLACK PANTHER BY CHRISTOPHER PRIEST: THE COMPLETE COLLECTION VOL. 1 - Special				RBC0424407	0	Monthly	25	Active
BLACK PANTHER: WHO IS THE BLACK PANTHER? - Special				RBC0424414	0	Monthly	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 3 - Special				RBC0424413	0	Annually	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 2 - Special				RBC0424412	0	Annually	25	Active
BLACK PANTHER: A NATION UNDER OUR FEET BOOK 1 - Special				RBC0424411	0	Annually	25	Active
BLACK PANTHER BOOK 5: AVENGERS OF THE NEW WORLD PART 2				RBC0457080	0	Annually	25	Active
BLACK PANTHER BOOK 6: INTERGALACTIC EMPIRE OF WAKANDA PART ONE				RBC0457081	0	Annually	25	Active
BLACK PANTHER BOOK 4: AVENGERS OF THE NEW WORLD PART 1				RBC0457079	0	Annually	25	Active
BLACK WIDOW VOL. 2: THE TIGHTLY TANGLED WEB - Special				RBC0424418	0	Monthly	25	Active
BLACK WIDOW VOL. 1: THE FINELY WOVEN THREAD - Special				RBC0424417	0	Monthly	25	Active
BLACK WIDOW VOL. 3: LAST DAYS				RBC0455445	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 7: SEPERATION ANXIETY - Special				RBC0424425	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 6: PAVED WITH GOOD INTENTIONS - Special				RBC0424424	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 5: LIVING LEGENDS - Special				RBC0424423	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 4: BOSSOM BUDDIES - Special				RBC0424422	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 3: THE HUMAN RACE - Special				RBC0424421	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 2: THE BURNT OFFERING - Special				RBC0424420	0	Monthly	25	Active
CABLE/DEADPOOL VOL. 1: IF LOOKS COULD KILL - Special				RBC0424419	0	Monthly	25	Active
DEADPOOL VS. THE MARVEL UNIVERSE - Special				RBC0424508	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 3 - THE MAN WHO BOUGHT AMERICA - Special				RBC0424447	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 2 - THE BURDEN OF DREAMS - Special				RBC0424446	0	Monthly	25	Active
CAPTAIN AMERICA: THE DEATH OF CAPTAIN AMERICA VOL. 1 - THE DEATH OF THE DREAM - Special				RBC0424445	0	Monthly	25	Active
CAPTAIN AMERICA: ROAD TO REBORN - Special				RBC0424436	0	Monthly	25	Active
CAPTAIN AMERICA: WINTER SOLDIER VOL. 2 - Special				RBC0424453	0	Monthly	25	Active
CAPTAIN AMERICA: WINTER SOLDIER VOL. 1 - Special				RBC0424452	0	Monthly	25	Active
CAPTAIN AMERICA: TWO AMERICAS - Special				RBC0424450	0	Monthly	25	Active
CAPTAIN AMERICA: TRIAL OF CAPTAIN AMERICA - Special				RBC0424449	0	Monthly	25	Active
CAPTAIN AMERICA: THE MAN WITH NO FACE - Special				RBC0424448	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 4 - Special				RBC0424429	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 3 - Special				RBC0424428	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 2 - Special				RBC0424427	0	Monthly	25	Active
CAPTAIN AMERICA BY ED BRUBAKER VOL. 1 - Special				RBC0424426	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 5: THE TOMORROW SOLDIER - Special				RBC0424434	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 4: THE IRON NAIL - Special				RBC0424433	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 3: LOOSE NUKE - Special				RBC0424432	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 2: CASTAWAY IN DIMENSION Z BOOK 2 - Special				RBC0424431	0	Monthly	25	Active
CAPTAIN AMERICA VOL. 1: CASTAWAY IN DIMENSION Z BOOK 1 - Special				RBC0424430	0	Monthly	25	Active
CAPTAIN AMERICA: REBORN - Special				RBC0424435	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 5 - END OF THE LINE - Special				RBC0424441	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 4 - #TAKEBACKTHESHIELD - Special				RBC0424440	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 3 - CIVIL WAR II - Special				RBC0424439	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 2 - STANDOFF - Special				RBC0424438	0	Monthly	25	Active
CAPTAIN AMERICA: SAM WILSON VOL. 1 - Special				RBC0424437	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 3 - EMPIRE BUILDING - Special				RBC0424444	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 2 - THE TRIAL OF MARIA HILL - Special				RBC0424443	0	Monthly	25	Active
CAPTAIN AMERICA: STEVE ROGERS VOL. 1 - HAIL HYDRA - Special				RBC0424442	0	Monthly	25	Active
CAPTAIN AMERICA: WHITE - Special				RBC0424451	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: DOWN - Special				RBC0424460	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: IN PURSUIT OF FLIGHT - Special				RBC0424459	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 3: ALIS VOLAT PROPRIIS - Special				RBC0424458	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: STAY FLY - Special				RBC0424457	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: HIGHER, FURTHER, FASTER, MORE - Special				RBC0424456	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 2: CIVIL WAR II - Special				RBC0424455	0	Monthly	25	Active
CAPTAIN MARVEL VOL. 1: RISE OF ALPHA FLIGHT - Special				RBC0424454	0	Monthly	25	Active
CHAMPIONS VOL. 1: CHANGE THE WORLD - Special				RBC0424461	0	Monthly	25	Active
CIVIL WAR: THE ROAD TO CIVIL WAR - Special				RBC0424467	0	Monthly	25	Active
CIVIL WAR: CAPTAIN AMERICA/IRON MAN - Special				RBC0424466	0	Monthly	25	Active
CIVIL WAR: BLACK PANTHER - Special				RBC0424465	0	Monthly	25	Active
CIVIL WAR: AMAZING SPIDER-MAN - Special				RBC0424464	0	Monthly	25	Active
CIVIL WAR - Special				RBC0424462	0	Monthly	25	Active
CIVIL WAR: CAPTAIN AMERICA				RBC0455449	0	Monthly	25	Active
CIVIL WAR: IRON MAN				RBC0455450	0	Monthly	25	Active
CIVIL WAR: WOLVERINE				RBC0455451	0	Monthly	25	Active
MARVELS THOR: THE DARK WORLD PRELUDE - Special				RBC0424593	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 2: COSMIC COOTIES - Special				RBC0424595	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 1: BFF - Special				RBC0424594	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 3: THE SMARTEST THERE IS				RBC0455511	0	Monthly	25	Active
MOON GIRL AND DEVIL DINOSAUR VOL. 4: GIRL-MOON				RBC0455512	0	Monthly	25	Active
MS. MARVEL VOL. 4: LAST DAYS - Special				RBC0424599	0	Monthly	25	Active
MS. MARVEL VOL. 3: CRUSHED - Special				RBC0424598	0	Monthly	25	Active
MS. MARVEL VOL. 2: GENERATION WHY - Special				RBC0424597	0	Monthly	25	Active
MS. MARVEL VOL. 1: NO NORMAL - Special				RBC0424596	0	Monthly	25	Active
MS. MARVEL VOL. 6: CIVIL WAR II				RBC0455515	0	Monthly	25	Active
MS. MARVEL VOL. 7: DAMAGE PER SECOND				RBC0455516	0	Monthly	25	Active
MS. MARVEL VOL. 5: SUPER FAMOUS				RBC0455514	0	Monthly	25	Active
NEW AVENGERS VOL. 5: CIVIL WAR - Special				RBC0424604	0	Monthly	25	Active
NEW AVENGERS VOL. 4: THE COLLECTIVE - Special				RBC0424603	0	Monthly	25	Active
NEW AVENGERS VOL. 3: SECRETS AND LIES - Special				RBC0424602	0	Monthly	25	Active
NEW AVENGERS VOL. 2: SENTRY - Special				RBC0424601	0	Monthly	25	Active
NEW AVENGERS VOL. 1: BREAKOUT - Special				RBC0424600	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 5 - Special				RBC0424385	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 4 - Special				RBC0424384	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 3 - Special				RBC0424383	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 2 - Special				RBC0424382	0	Monthly	25	Active
AVENGERS BY BRIAN MICHAEL BENDIS VOL. 1 - Special				RBC0424381	0	Monthly	25	Active
NEW AVENGERS VOL. 4: A PERFECT WORLD - Special				RBC0424608	0	Monthly	25	Active
NEW AVENGERS VOL. 3: OTHER WORLDS - Special				RBC0424607	0	Monthly	25	Active
NEW AVENGERS VOL. 2: INFINITY - Special				RBC0424606	0	Monthly	25	Active
NEW AVENGERS VOL. 1: EVERYTHING DIES - Special				RBC0424605	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 3 - Special				RBC0424611	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 2 - Special				RBC0424610	0	Monthly	25	Active
NEW MUTANTS CLASSIC VOL. 1 - Special				RBC0424609	0	Monthly	25	Active
NEW MUTANTS VOL. 1: RETURN OF LEGION - Special				RBC0424612	0	Monthly	25	Active
NEW MUTANTS VOL. 3: FALL OF THE NEW MUTANTS				RBC0455522	0	Monthly	25	Active
NEW MUTANTS VOL. 4: UNFINISHED BUSINESS				RBC0455523	0	Monthly	25	Active
NEW MUTANTS VOL. 2: X-NECROSHA				RBC0455521	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 3 - THE LAST RONIN - Special				RBC0424661	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 2 - BORDERTOWN - Special				RBC0424660	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN VOL. 1 - BERZERKER - Special				RBC0424659	0	Monthly	25	Active
WOLVERINE: OLD MAN LOGAN - Special				RBC0424658	0	Monthly	25	Active
JESSICA JONES: THE PULSE - THE COMPLETE COLLECTION - Special				RBC0424581	0	Monthly	25	Active
THE PUNISHER BY GREG RUCKA VOL. 3 - Special				RBC0424643	0	Monthly	25	Active
THE PUNISHER BY GREG RUCKA VOL. 2 - Special				RBC0424642	0	Monthly	25	Active
PUNISHER BY GREG RUCKA VOL. 1 - Special				RBC0424613	0	Monthly	25	Active
ROCKET RACCOON VOL. 2: STORYTAILER - Special				RBC0424615	0	Monthly	25	Active
ROCKET RACCOON VOL. 1: A CHASING TALE - Special				RBC0424614	0	Monthly	25	Active
RUNAWAYS VOL. 7: LIVE FAST - Special				RBC0424622	0	Monthly	25	Active
RUNAWAYS VOL. 6: PARENTAL GUIDANCE - Special				RBC0424621	0	Monthly	25	Active
RUNAWAYS VOL. 5: ESCAPE TO NEW YORK - Special				RBC0424620	0	Monthly	25	Active
RUNAWAYS VOL. 4: TRUE BELIEVERS - Special				RBC0424619	0	Monthly	25	Active
RUNAWAYS VOL. 3: THE GOOD DIE YOUNG - Special				RBC0424618	0	Monthly	25	Active
RUNAWAYS VOL. 2: TEENAGE WASTELAND - Special				RBC0424617	0	Monthly	25	Active
RUNAWAYS VOL. 1: PRIDE AND JOY - Special				RBC0424616	0	Monthly	25	Active
S.H.I.E.L.D. VOL. 2: THE MAN CALLED D.E.A.T.H. - Special				RBC0424624	0	Monthly	25	Active
S.H.I.E.L.D. VOL. 1: PERFECT BULLETS - Special				RBC0424623	0	Monthly	25	Active
ANT-MAN SEASON ONE - Special				RBC0424372	0	Monthly	25	Active
SECRET INVASION - Special				RBC0424625	0	Monthly	25	Active
SECRET WAR - Special				RBC0424626	0	Monthly	25	Active
SECRET WARS - Special				RBC0424627	0	Monthly	25	Active
SPIDER-MAN: MILES MORALES VOL. 2 - Special				RBC0424636	0	Annually	25	Active
SPIDER-MAN: MILES MORALES VOL. 1 - Special				RBC0424635	0	Annually	25	Active
SPIDER-MAN: MILES MORALES VOL. 3				RBC0457086	0	Annually	25	Active
SPIDER-MAN: MILES MORALES VOL. 4				RBC0457087	0	Annually	25	Active
SPIDER-MAN: SPIDER-ISLAND - Special				RBC0424637	0	Monthly	25	Active
SPIDER-MEN - Special				RBC0424639	0	Monthly	25	Active
THANOS VOL. 1: THANOS RETURNS - Special				RBC0424641	0	Annually	25	Active
THANOS WINS BY DONNY CATES				RBC0457092	0	Annually	25	Active
THANOS RISING - Special				RBC0424640	0	Monthly	25	Active
AMAZING SPIDER-MAN: THE CLONE CONSPIRACY - Special				RBC0424359	0	Monthly	25	Active
THOR: GOD OF THUNDER VOL. 4 - THE LAST DAYS OF MIDGARD - Special				RBC0424649	0	Monthly	25	Active
